Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução
15,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.22514057159423828
95,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.2378075122833252
94,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.24863123893737793
16,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.27160143852233887
14,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.2764110565185547
17,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.2804450988769531
38,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.294600248336792
96,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.31270599365234375
74,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.31484556198120117
91,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.3328127861022949
24,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.3405940532684326
4,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.341064453125
87,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.3529078960418701
73,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.365617036819458
22,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.42720484733581543
62,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.4325382709503174
57,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.4405694007873535
86,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.4484524726867676
5,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.4646627902984619
40,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.48300695419311523
77,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.48516011238098145
18,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.492218017578125
82,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.4922769069671631
78,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.5405151844024658
1,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.6885321140289307
39,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.6919398307800293
50,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.7103297710418701
31,57.39373403743617,[7 1 8 3 2 9 4 0 5 6],500,50,0.2,40,0.7655572891235352
