Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução
64,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.32062292098999023
40,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.35827088356018066
63,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.37807250022888184
5,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.3866596221923828
3,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.41579294204711914
82,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.42725515365600586
76,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.4411747455596924
19,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.4941096305847168
17,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.5140528678894043
92,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.6012570858001709
77,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.6161177158355713
91,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.6189196109771729
42,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.6558077335357666
67,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.730940580368042
51,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.7615823745727539
93,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.8869724273681641
31,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.8986077308654785
45,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,0.94968581199646
74,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,1.1216740608215332
22,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,1.814544677734375
94,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],500,50,0.2,40,1.8815531730651855
11,63.5238716304319,[3 1 4 9 8 7 2 0 5 6],500,50,0.2,40,0.3842735290527344
