Execução,Distância Total,Melhor Caminho,Tempo de Execução
59,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.002948760986328125
65,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.0031707286834716797
63,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.004040956497192383
70,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.004420757293701172
41,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.00445556640625
43,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.004462718963623047
46,62.279410503414155,[1 3 9 4 8 7 2 0 5 6],0.006340742111206055
40,63.82018693215558,[2 7 8 4 9 3 1 0 5 6],0.0030705928802490234
76,63.82018693215558,[2 7 8 4 9 3 1 0 5 6],0.003838062286376953
14,63.82018693215558,[2 7 8 4 9 3 1 0 5 6],0.0038945674896240234
45,63.82018693215558,[2 7 8 4 9 3 1 0 5 6],0.004574298858642578
49,63.82018693215558,[2 7 8 4 9 3 1 0 5 6],0.005980253219604492
32,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.002877473831176758
62,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.003408193588256836
9,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.003626585006713867
36,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.003793001174926758
55,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.00400233268737793
68,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.004008054733276367
85,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.004514932632446289
28,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.004621267318725586
79,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.005616426467895508
60,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.005716800689697266
53,64.7535167316519,[6 5 0 2 7 8 4 9 3 1],0.007052898406982422
17,64.82925077752995,[2 7 8 9 3 1 4 0 5 6],0.003489255905151367
13,64.82925077752995,[2 7 8 9 3 1 4 0 5 6],0.0035588741302490234
10,64.82925077752995,[2 7 8 9 3 1 4 0 5 6],0.003795146942138672
75,64.82925077752995,[2 7 8 9 3 1 4 0 5 6],0.003948211669921875
3,64.82925077752995,[2 7 8 9 3 1 4 0 5 6],0.004009723663330078
