Execução,Distância Total,Melhor Caminho,Iterações,Temperatura,Resfriamento,Tentativas,Tempo de Execução
87,226.3180458174381,"[31 19  8  7  0 46 24 18 41 37 22 43 14 48 47 12 45 21 32 17 40 49 23 16
  4 33  2 13 28 39 44 34  9 20 27 11 35 29 38 36  1  5  3 15 42 25 26 30
 10  6]",2500,400,0.95,200,0.10937356948852539
85,228.88685088469603,"[41 37 23 49 40 17 45 21 32 12 14 20 11 30 10 16  8 42  5  1 25 48 47 15
  3 26 27 34 29 38 36  9 35 39 44  2 33 13 28 43 46 24 18 22  0  6  7  4
 19 31]",2500,400,0.95,200,0.10878133773803711
49,231.3359914073862,"[25  5  1 42 38 29  2 34 44 39 10  0 22 30 14  3 15 37 23 48 47 12 45 21
 32 17 40 49 41 18 43 46 24 31 19 16 33 13  4 28 35 20 11 27 26 36  9  6
  8  7]",2500,400,0.95,200,0.11644244194030762
7,231.48110807629277,"[13  4 16  8  7  6 46  0 35 39 28 19 31 24 17 48 47 42 36 38 29  2 33 34
  9 44 26  5  1 25 15  3 14 27 20 11 10 30 43 22 37 23 40 12 32 21 45 49
 41 18]",2500,400,0.95,200,0.11327576637268066
97,234.27808350602214,"[31 19  7  8 10  6 27 20 35 26 14  3 17 32 21 45 40 49 23 41 24  0 46 30
 43 22 18 37 11 39 38 29  2 33 13  9 28 16  4 44 34 36  1  5 42 25 15 48
 47 12]",2500,400,0.95,200,0.08872318267822266
92,239.5849591333732,"[25 15 23 41 37 30 10 46  0 43 11  9 29  2 33 13  4 16  8  7  6 28 35 20
 14  3 48 47 12 17 40 18 49 32 21 45 24 31 19 22 38 36 34 44 39 27 26 42
  5  1]",2500,400,0.95,200,0.13749313354492188
23,241.5651034240416,"[39  9 20 25  5  1 42 15  3 32 21 45 40 37 31 19 46 43  0 22 30 27 41 18
 24 10  6 28 33 13  2 29 38 36 34 44 16  4  7  8 35 11 26 14 23 49 17 47
 48 12]",2500,400,0.95,200,0.09872198104858398
9,242.22789946575216,"[29 38 34 35 26 25 42 15  3 48 47 12 32 21 45 23 27 22 43 10 28  2 33 13
  4 16  8  7 30 11 20  9 44 39  6 19 31 46  0 18 24 17 40 49 37 41 14  5
  1 36]",2500,400,0.95,200,0.10671281814575195
86,242.4467452220492,"[32 21 12  3 42 14 23 41 43 10  8 16 13  4  7 24 40 45 17 47 48 49 37 18
 22 28 33  2 29 36 38 34 44 39 35 11 30  0 46 31 19  6  9 20 27 26  5  1
 25 15]",2500,400,0.95,200,0.09878349304199219
34,243.18672480399135,"[17 12 32 21 45 40 49 11  9 36 38 16  4 13 29 34 44 39 20 27 14 47 48 26
  5  1 25 42 15  3 23 41 37 18 22 43 30 35  2 33 28 10 46 24 31 19  8  7
  6  0]",2500,400,0.95,200,0.12524080276489258
