Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução,Algoritmo,Semente,Temperatura,Resfriamento
87,195.249032825276,"[44 33  7 35 32 22 34 48  8 49 29 40 17 30 42 24  2 31  5  9 45 19 27 37
 25 46 23 41  1 43 21 11  4 38 20 47 15 36 39 26 10  0 16 12  6  3 28 18
 14 13]",550.0,400.0,0.2,30.0,30.68274426460266,Algoritmo Genético,14,,
28,196.1290215135645,"[17 30 12  6 24 29  2 49  3 28 18 35 13 14 33 44  7 32 22 34 48  8  9 45
 41 23 46 25 37 27 19  4 38 39 36 15 47 26 10  5 11  1 43 21 31 40 42  0
 20 16]",550.0,400.0,0.2,30.0,32.43781113624573,Algoritmo Genético,14,,
6,196.2901174338518,"[36 15 47  0  5 31  3 34 48  8 49  2 40 17 30 42 24 29 18 28 14 13  7 35
 32 22  9 45  4 38 39 20 16 12  6 10 26 19 27 37 25 46 23 41 11  1 43 21
 33 44]",550.0,400.0,0.2,30.0,33.451043128967285,Algoritmo Genético,14,,
23,196.36504183885876,"[17 30 42 40 24 29  2 49 11 41 23 46 27 19  4 38 26 10  5 31 45 37 25  8
 48  3 28 18 13 14 33 44  7 35 32 22 43  1 21 34  9 39 36 15 47  0 20 16
 12  6]",550.0,400.0,0.2,30.0,24.365787267684937,Algoritmo Genético,14,,
75,196.4573664009512,"[36 39 15 47 16 20  0 45 46 25 37 27 19  4 38 26 10  5 12  6 24 29 18 14
 28  3  9 31 42 17 30 40  2 49  8 48 34 22 32 35 13  7 33 44 21 43  1 11
 41 23]",550.0,400.0,0.2,30.0,36.70852398872376,Algoritmo Genético,14,,
3,196.5946687994748,"[12  6 17 30 42 40 24 29  2 48  8 11  1 43 21 32 22 34  9 45 19 27 26  0
 16 20 10  5 31 49  3 28 18 14 33 44  7 13 35 41 23 46 25 37 39 36 15 47
 38  4]",550.0,400.0,0.2,30.0,45.42738556861877,Algoritmo Genético,14,,
35,196.8323035628191,"[ 6 42 40 24 29 18 14 13 35 32 21 43  1 11 41 23 19 27 46 25 37  4 38 39
 36 15 47 26 10  5 31 45  9  3 28  7 33 44 22 34 48  8 49  2 17 30 12 16
 20  0]",550.0,400.0,0.2,30.0,37.456748247146606,Algoritmo Genético,14,,
98,196.8763498942085,"[36 39 38  4 11 21 43  1 41 23 46 25 37 27 19 34 28 18 14 13 33 44  7 35
 32 22 49 31  9 45  0 20 16 12  6 10  5 42 17 30 40 24 29  2  3 48  8 26
 47 15]",550.0,400.0,0.2,30.0,23.91457891464233,Algoritmo Genético,14,,
59,197.2292555124536,"[17 30 42 40 24 29  2 31 49  3 48  8 34 28 18 35 32 21 43  1 41 23 27 19
  4 26 10 47 16 20  0  5 37 25 46 11 22 13 14 33 44  7  9 45 38 39 36 15
 12  6]",550.0,400.0,0.2,30.0,38.92410111427307,Algoritmo Genético,14,,
20,197.2462112218914,"[17 30  6 12 16  0  5 31 24  2 49  3 18 28 32 22 34 48  8 45 38  4 19 27
 23 41  1 43 21 35 13 14 33 44  7 11 46 25 37 39 36 15 47 20 10 26  9 29
 40 42]",550.0,400.0,0.2,30.0,29.665024995803837,Algoritmo Genético,14,,
68,197.4014178737891,"[43  1 21 22 32 35  7 13 14 28 18 34  8 48  3  9 45 10  0 16 12  6 31 49
  2 24 29 11 41 23 46 25 37 27 19  4 38 39 15 36 47 20 26  5 42 17 30 40
 33 44]",550.0,400.0,0.2,30.0,24.94500946998596,Algoritmo Genético,14,,
24,197.55138794361528,"[17 30 33 44  7 13 14 35 28 18 24 40 42  5 10  0 47 15 36 39 12  6 16 20
 26 31  9 45 38  4 37 25 46 19 27 23 41 11  1 43 21  8 48 34 32 22  3 49
  2 29]",550.0,400.0,0.2,30.0,27.311476945877075,Algoritmo Genético,14,,
83,197.96661372039068,"[36 39 15 12  6  5 10 26  0 20 16 47 38  4 45  9 31  2 49  3 28 18 14 13
 35 32 22 34  8 48 41 23 46 25 37 27 19 42 17 30 40 24 29 33 44  7 21 43
  1 11]",550.0,400.0,0.2,30.0,29.800386667251587,Algoritmo Genético,14,,
91,198.04087946948147,"[39 38  4 19 27 46 23 41 11  1 43 21 32 28 18 14 13  7 35 22  3 34 48  8
  9 45  5 10 26  0 20 16 47 15 36 37 25 31  2 29 24 40 42 17 30 12  6 49
 33 44]",550.0,400.0,0.2,30.0,30.0333731174469,Algoritmo Genético,14,,
88,198.05725972801355,"[44 33  7 13 14 35 32 21 41 23 11 22 28 18 43  1 34  3 49 31  5 10  0 20
 16 12  6 17 30 42 40 24 29  2  9 45 27 19 37 25 46  8 48 26 47 15 38  4
 39 36]",550.0,400.0,0.2,30.0,30.101539134979248,Algoritmo Genético,14,,
70,198.3162062400164,"[25 37 46 23 41 21 22 32 35 28 18 14 13 33 44  7 43  1 11 45 31  2 29 40
 42 24 49  3  9 26 47 15 36 39 38  4 19 27 20 16  0 10 48 34  8  5 12  6
 30 17]",550.0,400.0,0.2,30.0,36.170406341552734,Algoritmo Genético,14,,
27,198.77186295682947,"[44 33  7 13 14 35 32 22 34  8  9 45 19  4 26  0 20 16 12  6  5 10 47 15
 36 39 38 31  2 29 40 17 30 42 24 49  3 21 43  1 41 23 11 28 18 48 27 46
 37 25]",550.0,400.0,0.2,30.0,35.10400319099426,Algoritmo Genético,14,,
43,198.9995394619553,"[17 30  6 42 40 24 29  2 49 45 19 27 37 25 46 23 41 11 22 34 48  8  4 38
 39 36 15 47 26  9 28 18 14 13 35 32 21  1 43 33 44  7  3 31  5 10  0 20
 16 12]",550.0,400.0,0.2,30.0,36.7489378452301,Algoritmo Genético,14,,
54,199.9651018940745,"[27 23 41 21 32 35 28 18 14 33 44  7 13 22 34  8 48  3 49  2 12  6 17 30
 42 40 24 29 31  5 26 47 15 36 39 38  4 45  9 11 43  1 46 25 37 19 10  0
 20 16]",550.0,400.0,0.2,30.0,43.67220401763916,Algoritmo Genético,14,,
16,200.01174168074544,"[46 23 41  1 43 21 32 35 18 28  8 48  3 49 31  2 29 24 40 42 17 30  6 12
 16 47 15 36 39 38  4 37 25 11 13 14 33 44  7 22 34  9 45 19 27 26 20  0
 10  5]",550.0,400.0,0.2,30.0,30.61762499809265,Algoritmo Genético,14,,
7,200.15238213911223,"[ 6 12 47 15 36 39 38  4  9  8 48 34 32 22  3 49  2 29 24  5 10  0 16 20
 26 19 46 25 37 27 45 31 42 17 30 40 18 28 35 21 43  1 41 23 11 14 13  7
 33 44]",550.0,400.0,0.2,30.0,44.25621581077576,Algoritmo Genético,14,,
34,200.66626875340023,"[17 30 33 44  7 13 14 35 21 43  1 11  8  9 31  2 49  3 18 28 22 32 41 23
 46 27 19  4 38 45 48 34 29 24 40 42  5 10 26  0 20 16  6 12 47 15 36 39
 37 25]",550.0,400.0,0.2,30.0,44.92940783500672,Algoritmo Genético,14,,
94,200.7412328852388,"[44 33  7 13 14 21  1 43 11 22 32 35 18 28 34  8 48  3 49  2 29 31  5 10
  0 16 20 26  4 19 27 45  9 24 40 42 17 30  6 12 41 23 46 25 37 38 39 36
 15 47]",550.0,400.0,0.2,30.0,26.566678285598755,Algoritmo Genético,14,,
63,200.91561191239907,"[24 29  2 49  9 45 31  6 12 16 20  0 47 15 36 39 38  4 26 10  5  8 48 34
 22 32 35 21 43  1 41 23 19  3 28 18 14 13 33 44  7 11 46 25 37 27 40 42
 30 17]",550.0,400.0,0.2,30.0,27.41875648498535,Algoritmo Genético,14,,
97,201.7891971950755,"[41 11  1 43 21 32 22 34 48  8  4 38 26 20 15 36 39 47 16  0 10  5 12  6
 17 30 42 40 18 14 13  7 44 33 28 35  3  9 45 23 46 25 37 27 19 31 24 29
  2 49]",550.0,400.0,0.2,30.0,25.99668335914612,Algoritmo Genético,14,,
37,202.2999983246289,"[25 37 46 45 49  3 28 18 14 33 44  7 13 35 22 32 21 43  1 11 34 48  8  9
 31 26 47 15 38  2 29 24 40 17 30 42  5 10  0 20 16  6 12 36 39  4 19 27
 23 41]",550.0,400.0,0.2,30.0,37.18502998352051,Algoritmo Genético,14,,
44,203.1679586824088,"[17 30 16 15 47 20  0 10 26 31  3 48  8 34 22 32 21 11 41  1 43 35 13 33
 44  7 14 28 18 29 24 40 42  5  4 38 39 36 12  6  2 49  9 45 23 46 25 37
 27 19]",550.0,400.0,0.2,30.0,36.56680059432984,Algoritmo Genético,14,,
73,203.47750483583272,"[ 7 13 14 35 32 22 34 48  9 31 24 40 42 17 30  6 12 16 20  0 10  5 26 47
 15 38  4 19 11 21 43  1 41 23 46 25 37 27  8  3 49  2 29 33 44 18 28 45
 39 36]",550.0,400.0,0.2,30.0,44.53249430656433,Algoritmo Genético,14,,
15,204.45275501172824,"[28 18 35 34 48  8 29 24 40 17 30 42  5 10  0 16 12  6 31  9 45 38  4 19
 11 21 43  1 41 23 46 25 37 27 22 32 13 33 44  7 14  3 49  2 26 20 47 15
 36 39]",550.0,400.0,0.2,30.0,24.846858978271484,Algoritmo Genético,14,,
45,205.1285229029056,"[17 30 40 24  2 31  9 46 23 41 21 33 44  7 13 14 18 28 35 32 22 34 48  8
 45 38  4 37 25 27 19  5 10 26  0 20 16 47 15 36 39 11  1 43  3 49 29 42
  6 12]",550.0,400.0,0.2,30.0,37.216455698013306,Algoritmo Genético,14,,
92,205.4361462545036,"[39 38  4 26 10  5 42 17 30 40 24 29  2 31  8 48 34 22 32 35 13 14 33 44
  7 21 11  1 43 18 28  3 49  9 45 27 19 36 15 47 16 20  0 12  6 41 23 46
 37 25]",550.0,400.0,0.2,30.0,29.87524127960205,Algoritmo Genético,14,,
52,205.5950650654407,"[25 37 46 27 19  4 26 10  0 20 47 16 12  5 31 49  3 28 18 14 33 44  7 13
 35 22 32 21 41 23  8 34 48  2 29 40 42 24  9 45 11 43  1 38 39 36 15  6
 30 17]",550.0,400.0,0.2,30.0,36.71454906463623,Algoritmo Genético,14,,
85,207.051298925313,"[17 30 10 26 38  4 19 27 25 37 46 23 41 11 21  3 49 31  0 20 47 15 36 39
 16 12  6  5 45  9  8 48 34 28 18 35 13 14 33 44  7 32 22 29 42 40 24  2
  1 43]",550.0,400.0,0.2,30.0,38.8354218006134,Algoritmo Genético,14,,
89,207.57087633665515,"[17 30  6 12 20 16  0 31  2 29 28 18 14 13 35 32 22 48  8  4 38 39 36 15
 47 19 27 11  1 43 34  3 49 24 40 42  5 10 26  9 45 37 25 46 23 41 21  7
 33 44]",550.0,400.0,0.2,30.0,26.23236870765686,Algoritmo Genético,14,,
53,207.88521190397117,"[17 30 42 40 24  2 29 31 45 19 27 11 21 22 32 35 28 18 14 13 33 44  7  1
 43  3 49  6 12  5  9 34 48  8 26 15 47 16 20  0 10 41 23 46 25 37  4 38
 39 36]",550.0,400.0,0.2,30.0,32.9002423286438,Algoritmo Genético,14,,
