Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução
93,173.70288976422307,"[34 25 35  2 33  7 49 28 16 42 23 41 37  8 44 47  4 13 22 20 14  0 27  5
  6 46 40 30 10 45 11 39 18 36 48 24 12 15  1  3 19 29  9 26 17 31 38 32
 43 21]",550,400,0.2,30,55.43028283119202
30,176.3541140580795,"[40 46  6  5 30 10 45 11 39 18 36 48 24 12 15  1 13  4 47 17 26  9 31 37
  8 44 41 16 28 49  7 38 21 43 32 34 25 35 33  2 42 23 20 14 27  0 22  3
 19 29]",550,400,0.2,30,61.38322687149048
87,177.78777652428656,"[21 43 32 38 25 34 35  2 33  7 49 42 23 28 16 41 47 44  8 37 31  9 26 17
  4 13 11 39 18 36 48 12 24 15  1  3 19 29 20 22 45 10 30  0 14 27  5  6
 40 46]",550,400,0.2,30,38.11373424530029
52,178.1009209763647,"[27  5  6 46 40  0 14 20 22 30 10 45 11 39 18 36 48 12 24 15  1 13  3 19
 29  4 47 44  8 37 31  9 26 17 41 16 28 49  7 21 43 32 38 33  2 23 42 35
 25 34]",550,400,0.2,30,42.31979513168335
21,179.7015169862124,"[40 46  6  5 30 10 45 27  0 14 20 22 13  4 47 44 37  8 41 28 16 32 21 43
 38  7 49 33  2 35 34 25 42 23 31 17 26  9 29 19  3  1 24 15 12 48 36 18
 11 39]",550,400,0.2,30,51.899356842041016
10,180.72190407559694,"[40 46  6  5 35 25 34 38 21 43 32 16 41 44  8 37 31  9 26 17  4 47 28 49
  7 33  2 42 23 20 14 27  0 22 30 10 45 11 39 18 36 48 24 12 15  1 13  3
 19 29]",550,400,0.2,30,63.30883073806763
99,182.57024970913497,"[ 1 24 15 12 48 36 18 39 11 45 10 30 22 20 14  0 27  5  6 40 46 34 25 35
  2 33  7 49 42 23 28 21 43 32 38 16 41  8 37 44 47  4 13 17 31 26  9 29
 19  3]",550,400,0.2,30,41.678053855895996
7,184.5474968409612,"[34 25 35  6 46 40  5 27  0 14 20 22 11 39 18 36 48 24 12 15  1  3 19 29
  9 26 17 31 37  8 44 41 28 49  7 33  2 42 23 16 21 43 32 38 47  4 13 45
 30 10]",550,400,0.2,30,62.256680488586426
44,185.86627707361114,"[21 43 32 38 16 41 44  8 37 31 17 26  9 29 19  3  1 13 22 20 14  0 27  5
  6 40 46 10 30 45 23 42  2 35 34 25 33  7 49 28 47  4 24 15 12 48 36 18
 11 39]",550,400,0.2,30,41.68664479255676
83,186.19808370647826,"[27  5  6 40 46 34 25 35  2 33  7 49 28 16  8 37 44 41 23 42 20 14  0 22
 30 10 45 11 39 18 36 48 24 12 15  1 13  3 19 29  4 47 31  9 26 17 38 21
 43 32]",550,400,0.2,30,63.52963972091675
61,186.2346957673728,"[ 9 26 17 31 44 41 23 42  2 35 33 49  7 34 25 38 21 43 32 16 28  8 37 47
  4 13 24 48 12 15  1  3 29 19 36 18 39 11 45 10 30 22 20 14  0 27  5  6
 40 46]",550,400,0.2,30,40.874303579330444
92,186.71396461569768,"[46 40  6  5 10 30  0 27 14 20 23 42  7  2 35 25 34 22 45 11 39 18 36 48
 24 12 15  1 13  3 19 29  4 47 44  8 37 31  9 26 17 41 16 28 49 33 38 32
 43 21]",550,400,0.2,30,55.62891602516174
95,187.10595306827997,"[29 19  3 12 24 15  1  9 26 17 31 47 23 42 34 25 35  2 33  7 49 28 41 44
  8 37 21 43 32 38 16  4 13 48 36 18 39 11 45 10 30 22 20 14  0 27  5  6
 40 46]",550,400,0.2,30,50.31740188598633
59,187.18724582878937,"[40 46  6  5 27 30 10 45  0 14 42 34 25 35  2 33 49  7 38 21 43 32 16 28
 41 44  8 37 31 17 26  9 29 19  3 12 24 15  1 13  4 47 23 20 22 48 36 18
 11 39]",550,400,0.2,30,42.90773129463196
65,187.88268869263058,"[40 46  6  5 10 30 27  0 14 20 34 25 35  2 33 49 28 16 41 23 42  7 38 21
 43 32 44 17 26  9 31 37  8 47  4 13 22 45 11 39 18 36 48 24 12 15  1  3
 19 29]",550,400,0.2,30,50.92382860183716
0,187.88465007884187,"[40 46  6  5 27 30 10 45 24 12 15  1 13  3 26 17  4 47 44  8 37 31  9 29
 19 48 36 18 39 11 22  0 14 20 23 42 28 41 16 49  7 33  2 35 25 34 38 32
 43 21]",550,400,0.2,30,53.564674854278564
81,190.28930304568084,"[ 8 37 44 41 28 16 38  7 49 33  2 42 23 22 30 10 45 11 39 18 36 48 24 12
 15  1 13  3 19 29  9 26 17 31 47  4 20 14  0 27  5  6 40 46 35 25 34 32
 43 21]",550,400,0.2,30,49.3514928817749
38,190.67116049384225,"[29 19  3 22 30 10 45 11 39 18 36 48 24 12 15  1 13  4 47 44 31  8 37 21
 43 32 38 16 28 23 42 49  7 33  2 35 34 25 41 17  9 26 20 14  0 27  5  6
 40 46]",550,400,0.2,30,46.687557220458984
82,192.12130993127764,"[21 43 32 38  7 33 49  2 35 25 34 20 22 30 10 45 11 39 18 36 48 24 12 15
  1  3 19 29  9 26 17 44 47  4 14 27  0 13 31 37  8 41 16 28 23 42  5  6
 40 46]",550,400,0.2,30,64.1332893371582
48,193.1278332935147,"[34 25 35 33  7 38 32 43 21 16 41 47 44 37  8 28 49  2 42 23 20 14  0 27
  5  6 46 40 45 11 39 18 36 48 24 12 15  1 13 26  9 29 19  3 17 31  4 22
 30 10]",550,400,0.2,30,60.96376872062683
5,193.9203702287166,"[ 3  1 13 23 42  7 21 43 32 38 33  2 35 34 25 49 28 16 41 44  8 37 31 17
 47  4 22 20 14  0 27  5  6 46 40 30 10 45 11 39 18 36 48 24 15 12 19 29
  9 26]",550,400,0.2,30,63.14837431907654
67,194.01350522268322,"[17 31 37  8 44 47  4 13 48 24 12 15  1  3 19 29  9 26 41 16 28 49  7 33
  2 34 25 35 42 23 20 14  0 22 36 18 39 11 45 10 30 27  5  6 40 46 38 32
 43 21]",550,400,0.2,30,53.82708787918091
1,194.14039083633122,"[40 46  6  5 27  0 14 20 22 45 11 39 18 36 48 24 12 15  1 13 23 42 28 16
 41 44 17  9 26 31 37  8 47  4 29 19  3 10 30 35 34 25  2 33 49  7 38 32
 43 21]",550,400,0.2,30,45.934828758239746
51,194.4157341476208,"[ 3 19 29  9 26 17 31 37  8 16 28 23 42 27  5  6 46 40  0 14 22 24 12 15
  1 13  4 47 44 41 49  2 33  7 21 43 32 38 34 25 35 20 30 10 45 11 39 18
 36 48]",550,400,0.2,30,47.80369853973389
