Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução
50,143.4151139780108,"[15 20 16  0 10 26  5 12  6 17 29 24  2  9  4 25 23  1  7 13 14 22  8  3
 18 28 21 11 27 19]",500,100,0.1,30,2.7957828044891357
41,144.2964794356038,"[ 8  9 21  1 22 28 18 14 13  7 11 23 25 27 19  4 26 10  0 15 12  6 24 29
  2  3  5 20 16 17]",500,100,0.1,30,5.682950735092163
25,144.54310517193215,"[12  6  5 26  4  9  8  3 28 18 14 13  7 22 27 19 25 23 11  1 21 10  0 20
 16 15  2 29 24 17]",500,100,0.1,30,4.1321189403533936
29,144.8599042975249,"[17  6 12 16 20  0 15  4 19 27  8  7 13 14  3  2 29 24  5 10 26  9 11  1
 21 22 18 28 23 25]",500,100,0.1,30,4.462841510772705
44,144.89344303626186,"[17 24  2 29 18 28 22  8  9 19  4 15 16 20  0 26 10  5  3 14 13  7 21  1
 11 23 25 27  6 12]",500,100,0.1,30,8.811096429824829
45,145.10014580075003,"[27 19 22 28 14 13  7 18  3  8  5 26  0 10 15  4 25 23  1 21 11  9  2 29
 24 20 16 12  6 17]",500,100,0.1,30,3.345094680786133
35,145.2384910500004,"[25 23 11  1 21 22 14 18 28  8  3  9  2  5 10 26  0 20 16 15  4 19 27 12
  6 17 24 29 13  7]",500,100,0.1,30,6.687709331512451
76,145.3899920229193,"[17 24 29  2  3 26 10  5  9  8  1 21 22 28 13  7 14 18  6 12 16 20  0 15
  4 19 27 11 23 25]",500,100,0.1,30,3.0827078819274902
68,145.44070475561497,"[ 7 13 14 18 28 22 21  1 11 23 27  4 15 12  6  5  3  8  9 10 26  0 20 16
 17 24 29  2 19 25]",500,100,0.1,30,4.672231912612915
4,145.83630374956064,"[15  0 20 16 12  6 17 18 14  7 13 28 22  8  9 19 27  5 10 26  4 25 23 11
  1 21  3  2 24 29]",500,100,0.1,30,6.678235769271851
3,146.25586004108166,"[17 24  3  8 28 18 14 13  7 22  9  2 29  5 10 26  4 11 21  1 23 25 27 19
 15 12  6 16 20  0]",500,100,0.1,30,8.011745691299438
26,147.7821026843925,"[17 18 28 14 13  7 22 21  1 11  8  3 29 24  2 23 25  4 26  5  6 12 15 16
 20  0 10  9 19 27]",500,100,0.1,30,4.516923427581787
55,148.03472456361766,"[27 19  9  8 22 28 13  7 14 18  3  2  5 10 26  4 25 23 11  1 21  0 20 16
 15 12  6 24 29 17]",500,100,0.1,30,4.808022975921631
33,148.08059105142684,"[17 24 29  2  5 26 20 15  4 27 19 10  0 16 12  6  9 25 23 11  8  3 22 28
 18 14 13  7 21  1]",500,100,0.1,30,6.166999101638794
97,148.55773497953408,"[17  9  3  8 11 21 22  7 13 14 18 28  1 23 19 27 26  0 12  6 24 29  2  5
 10 20 16 15  4 25]",500,100,0.1,30,6.295114755630493
71,148.63247168707971,"[17 18 22 21  1 11 23 27 19 26  5 12  6 24 29  2  3 28 14 13  7  8  9 10
  0 20 16 15  4 25]",500,100,0.1,30,6.106921911239624
79,148.76859219858972,"[ 6 12 16  5 10 26  0 20 15 19 27  9  3 11 21  1 22  7 13 14 18 28  8 23
 25  4  2 29 24 17]",500,100,0.1,30,2.3045668601989746
7,148.96263025737713,"[23 11  1 21  7 13 22  3  8  9 26  5 17  6 12 10  0 20 16 15  4 25 27 19
  2 24 29 28 18 14]",500,100,0.1,30,6.321338176727295
96,149.18363382396686,"[15 20 16 12  6 17  2  8 21  1 11 23 25  4 26  0 10  5  3 22 28 13  7 14
 18 29 24  9 19 27]",500,100,0.1,30,5.987591743469238
72,149.20727203053048,"[25 23 11  1 21 14 13  7 22  8 27 19  4 26  0 15 16 20  5  3 18 28  9 10
 12  6 17 24  2 29]",500,100,0.1,30,4.937196731567383
37,150.8561981041595,"[17  5  4 19 23 25 27  8 11  1 21 22 14 18 28  3  2 29 24 26 10  0 20 16
 15 12  6  9 13  7]",500,100,0.1,30,6.826425790786743
74,151.01030894288854,"[11 21  1  4 15 16  0 10  5  8 22 28 18 14 13  7  3 26 20 12  6 17 24 29
  2  9 19 27 25 23]",500,100,0.1,30,3.9537882804870605
57,151.56441428903838,"[17  5 12  6  9  8 22 28 14 18 29  2 24  4 27 19 25 23  1 11 21 13  7  3
 26 10  0 20 16 15]",500,100,0.1,30,1.8805255889892578
66,151.57692854621672,"[ 6 12 20 26 19 27 23 25  4 15 16  0 10  5 17 18 28 14 13  7 22  8  3 29
 24  2  9 11  1 21]",500,100,0.1,30,8.347755432128906
30,152.26094291824413,"[12  6 24 29  2  3  8 21  1 27 19 25 23 11 22  9  5 10 26  0 20 16 15  4
 28 18 14 13  7 17]",500,100,0.1,30,3.43567156791687
39,154.87530606271062,"[15  4 25 23  1 21  7 13 14 18 28 22 11  8  3  9  2 17 12  6  5 16 20  0
 10 26 24 29 19 27]",500,100,0.1,30,5.446704864501953
1,155.82709606221746,"[15 12  6 17 29  2  9 27 19 25 23 21 22  8  5 10  0 16 20 26  4 11  1  7
 13 14 18 28  3 24]",500,100,0.1,30,4.162370443344116
93,157.05018825491868,"[28 18 14 13  7 22  8  9  0 16 20 19 27 25  4 15 12  6 17 24 29  2  3 11
 21  1 23 26 10  5]",500,100,0.1,30,7.862208127975464
