Execução,Distância Total,Melhor Caminho,Iterações,População,Mutação,Tentativas,Tempo de Execução
19,348.12224536398236,"[21 43 32 38 56 33  2 49 47 17 26 59 85 69 50  3 18 72 99 84 90 92  0 14
 61 35 93 25 34 91 82 46 40  6 54 68 53 94 27 79 30 10 52 45 63  1 88 95
 70 64 29 19 71 83 13 81 22 77 62 98 78  9 31 89  8 37 66  7 67 42 60 23
 76 97 57 51 75  5 58 20 86  4 65 87 74 44 41 16 28 73 96 15 12 24 48 36
 55 39 80 11]",800,500,0.2,30,196.49818658828735
67,348.34826986786777,"[76 61 57 75 27 94  5 68 53 51 82 91 25 34 93 35 49  7 56 33  2 42 97 20
 92 79 30 10 72 11 36 24 95 64 85 26 31 89 44 37  8 16 28 41 21 43 32 38
 66 67 23 60 86 80 39 18 55 48 12 15 83 71 50 69 65 87 74  9 78 59 17  4
 96 73 13 70 63 81 77 22 84 90 58  6 40 46 54  0 14 62 47 98 88  1 45 52
 99  3 19 29]",800,500,0.2,30,194.65580940246582
99,348.5501577257679,"[11 45 52 30 10 40 46  6  5 68 94 75 51 97 76 23 42 91 35 34 25 93 33 56
 66  7 49 28 16  8 37 17 78 26  9 31 89 44 47  4 59 74 85 65 87 64 29 19
 88  1  3 71 50 69 98  2 82 54 58 53 27  0 22 77 81 41 43 21 32 38 67 60
 62 86 63 70 15 24 48 36 39 80 72 99 79 92 57 61 20 84 90 18 55 12 95 83
 13 73 96 14]",800,500,0.2,30,191.1595163345337
48,349.83762850970186,"[50 71 83 70 24 39 72 52 45 99 22 76 23 60 16 28 41 44 89 31  9 65 87 74
 85 26 78 17 47 67 42 97 20 81 63 88 95 69 59 98  4  2 93 35 91 82 46 40
  6 54 51 57 75 94  5 58 68 92 10 30 79 77 62 86 96 73 13 15 36 55 18 84
 90 11 80 48 12  1  3 19 29 64 37  8 49 56 33  7 66 61 14  0 27 53 34 25
 38 32 43 21]",800,500,0.2,30,193.56406545639038
31,350.8293142196408,"[21 43 32 38 34 25 93 35 91  2 33 56 49  7 66 37  8 44 60 67 23 42 76 97
 14 94 53 92 79 99 39 80 55 18 48 13 73 28 16 41 47 98 69 50  3 71 96 20
 75  5 58 68 77 22 24 12 15  1 88 95 36 11 72 45 52 10 30 27 51 83 29 19
 64 65 87 74 85  9 26 78 59  4 61 57 82 46 40  6 54  0 62 86 89 31 17 70
 63 81 90 84]",800,500,0.2,30,193.4181923866272
23,351.1856189831392,"[54  5 58 68 53 75 51 97 62 86 96 13 83  4 98 47 41 49  2 66  7 38 32 21
 43 91 82 46 40  6 92 79 72 80 55 18 39 11 24 12 88 70 26 59 73 81 22 77
 60 42 76 20 14 27 94 30 10 52 45 99 36 48 15  1 95  3 50 71 63 61 57  0
 90 84 23 67 56 33 93 25 34 35 28 16 44 89 31  9 74 87 65 19 29 64 69 85
 78 17  8 37]",800,500,0.2,30,192.5148048400879
81,351.51572196995994,"[ 9 85 26 78 59 98  3 19 29 64 69  4 44 16 41  8 37 31 89 17 47 86 81 84
 90 97 82 54  5 68 51 91 93 35 67 60 23 76 62 77 22 24 15  1 88 50 95 12
 48 36 55 18 39 80 11 72 83 65 87 74 71 70 63 13 73 96 20 14  6 46 40 58
 53 94  0 25 34 56 49 28 38 32 43 21 66  7 33  2 42 61 57 75 27 92 79 99
 45 52 10 30]",800,500,0.2,30,196.5260648727417
69,351.5594647222842,"[ 0  5 58  6 46 40 54 68 75 94 53 27 92 10 30 79 77 97 91 93  2  7 66 49
 41 44 31 17  9 69 64 29 19 87 65 74 85 73 96 62 23 67 42 33 56 28 16 60
 76 20 81 90 84 11 80 39 18 55 36 48 95 88 70  1 24 12 15 63 86 13 83 59
 26 78 89 47  4  3 50 71 98  8 37 21 43 32 38 22 99 72 52 45 14 57 61 35
 25 34 51 82]",800,500,0.2,30,195.99595618247986
80,351.8421476208494,"[58  5 68 75 99 11 80 52 45 90 84 22 77 81 85  9 17 44 41 28 16  2 35 93
 34 25 33 56 66  7 49 67  4 98 83 13 70 63 18 55  1 88 95  3 50 71 96 73
 24 15 12 48 36 39 72 10 30 79 92  0 14 20 86 62 76 42 91 82  6 40 46 54
 47 89 31 37  8 60 23 97 61 57 51 53 94 27 59 78 26 69 64 29 19 65 87 74
 38 32 43 21]",800,500,0.2,30,195.22642016410828
51,352.1905629191752,"[66  7 49 93 34 25 35 91 76 96 73 13 71 50  3 64  4 44 41 16 28 47 98 59
 17 31 37  8 89 26  9 85 83 86 14  0 53 68  5 58 82 51 57 61 97 20 22 77
 81 62 42 67 60 78 74 29 19 65 87 69 95  1 88 70 63 11 72 99 45 52 79 92
  6 40 46 54 43 21 32 38 56 33  2 23 90 84 18 55 48 12 15 24 36 39 80 10
 30 27 94 75]",800,500,0.2,30,203.0987091064453
52,352.29465430012215,"[18 55 36 84 90 79 30 10 92 27 75 51 57 61 97 67 60 23 76 62 86 96 73 13
 98 26 17 89 31 47 44 37  8 41 49 56 28 16 21 43 32 38 35 93 25 34 53  0
 22 77 99 52 45 72 11 48 15 88 95 59 78  9 85 74 64 29 19 65 87 69 83 63
 24 12  1 70 81 14 94 68  5 58 80 39 20 42 33  7 66  2 91 82 54 46 40  6
  4 71 50  3]",800,500,0.2,30,195.8069450855255
5,352.6605545085285,"[29 19 65 87 74 44 16 49 56 33  2 57 51 20 73 83 69 64 95 70 63 13 96 76
 97 61 91 35 93 34 25 82 46 40  6 54 53 94 75 14 62 86  4 59 78 26 89 31
 37  8 32 21 43 38 67 42 81 18 55 12 15 24 36 39 80 11 48  1 88  3 71 50
 98 85  9 17 47 41 28 66  7 60 23 77 22 45 52 72 99 84 90  0 27 68  5 58
 92 79 30 10]",800,500,0.2,30,197.62804317474365
45,352.90101509529836,"[23 60 67 42 97 75 94 53  5 58 27 73 13 83 17 89 31 37 43 21 32 38  2 34
 35 51 79 52 45 99 72 11 18 55 36 48 24 12 63 22 77 61 57 54 68 92 30 10
 90 84 81 86 62 76 47  8 44  9 85 74 65 87 59 98  4 96 20 14  0 70 88 95
 39 80 15  1 71 50  3 19 29 64 69 26 78 41 16 28 49  7 66 56 33 25 93 91
 82  6 40 46]",800,500,0.2,30,193.69295072555542
10,353.16770848778157,"[57 20 24 36 11 99 72 80 39 18 55 48 12 15 70 63 13 73 81 77 22 92 30 10
 52 45 79 75 51 82 91 35 93 33 56 49  2 67 42 23 60 16  8 37 44 47 98 59
 69 50 71 83 96 86 62 88 95  1 27 94 53 68 58  5  0 14 76 97 61  6 46 40
 54  4 17 78 26  9 65 87 74 31 89 85 64 29 19  3 84 90 41 28  7 66 21 43
 32 38 25 34]",800,500,0.2,30,199.82267212867737
40,353.6008829861905,"[52 45 99 72 48  1 88 95  3 64 29 19 65 87 74 85  9 31 37  8 44 76 62 14
 68  5 58  6 46 40 54 82 57 61 20 22 77 81 24 12 15 70 83 50 71 69  4 60
 49  7 33  2 91 42 98 59 26 78 17 89 41 16 28 47 96 73 36 55 18 11 84 90
 63 13 79 92 27 94 53 75 51 38 21 43 32 66 56 67 23 86 80 39 10 30  0 97
 35 93 25 34]",800,500,0.2,30,193.1955075263977
83,353.76382174521416,"[52 45 99 72 80 39 11 86 62 63 70 13 83 96 20 97 57 75 27 94 53  6 40 46
 82 91 93 25 34 35 42 76  0 14 81 24  1 88 95  4 98 47 44 28 49 66  7 56
 33  2 67 60 23 69 64 65 87 74  9 26 78 85 29 19  3 50 71 36 48 15 12 55
 18 59 17 89 31 37  8 41 16 38 21 43 32 77 22 79 30 10 92 51 61 73 84 90
 68  5 58 54]",800,500,0.2,30,195.83370089530945
11,353.78723563671525,"[65  3 50 71 88  1 15 12 36 11 72 45 52 10 30 92 79 22 81 62 23 67 86 96
 63 24 48 55 18 39 80 99 27 53 68 40 46  6 54 58  5 51 82 93 33 49 56 66
  7 28 16 41 76 20 14  0 77  2 21 32 43 38 47 98  4 73 13 83 59 69 29 64
 95 70 97 61 57 75 94 90 84 19 87 74 85  9 26 78 17 31 89 44  8 37 60 42
 91 35 25 34]",800,500,0.2,30,194.7607123851776
24,354.6206173048479,"[18 39 80 11  0 14 27 51 91  2 33 56 66 49 16 28 32 38 41 47 59 50  3 95
 88  1 70 24 12 48 72 99 45 52 79 92 30 10  6 46 40 54 58  5 68 82 34 25
 93 35 67 42 76 20 57 61 97 44  8 37 21 43  7 75 94 53 62 86 96 73 63 13
 78 26  9 85 74 65 87 69 64 29 19 71 83 60 23 81 77 22 90 84 36 55 15  4
 98 17 89 31]",800,500,0.2,30,191.1820855140686
26,355.11087595176,"[40 46  6 54 97 14 62 86 39 80 72 90 84 22 77 79 92 94 68 82 91 35  2 56
 49 28 41 67 23 24 15 12  1 88 71 50 64 85  9 26 98  4 60 42 34 25 93 33
 66  7 47 69 19 29  3 95 63 13 96 76 61 57 51 75  5 58 53 27  0 20 81 73
 83 59 78 87 65 74 17 89 31 37  8 44 70 48 36 18 55 11 99 10 30 52 45 16
 38 32 43 21]",800,500,0.2,30,190.10206079483032
89,355.500413730229,"[61 57 51 82  6 46 40 54 75 20 13 70  1 83  4 96 73 15 12 48 36 39 80 72
 45 52 10 30 77 22 86 23 67 49  7 93 25 34 35 33  2 91 97  0 14 76 62 24
 11 99 79 92  5 58 68 53 94 27 42 28 41 16 38 66 56 60 63 88 95  3 64 65
 87 74 85 78 26  9 69 71 50 29 19 55 18 84 90 81 37  8 44 47 98 59 17 89
 31 32 43 21]",800,500,0.2,30,193.7337303161621
7,355.80255330618655,"[46 40  6 54 53 79 30 10 52 45 99 72 39 80 11 13 83 69 74 87 65 19 29 64
 95 88  1 70 15 12 24 36 48 81 20 97 76 62 86  4 17 89 31 26 85  9 98 47
 23 67 42  0 94 68  5 58 82 93 25 34 49 66  7 56 33  2 35 91 51 75 92 90
 84 63 71  3 50 96 60 28 16  8 37 44 41 38 32 21 43 61 57 27 14 77 22 73
 59 78 55 18]",800,500,0.2,30,206.59513187408447
88,355.8232824917373,"[43 21 32 38 37  8 44 39 80 11 84 90 70 13 73 86 62 47 98  4 59 78 17 26
  9 85 74 65 87 69 71 50  3 36 55 18 72 99 68 53 27 75 51 82 57 61 67  7
 66  2 97 20 76 83 64 29 19 63 22 77 81 96 31 89 41 16 28 60 23 42 91 35
 34 25 93 33 56 49  1 95 88 24 15 12 48 14  0 94 30 10 52 45 79 92  5 58
 54  6 40 46]",800,500,0.2,30,192.3043303489685
22,355.95100079986923,"[ 9 85 69 83 63 90 84 24 15 12  3 71 50 19 29 64 74 87 65 26 78 17 31 37
  8 44 47 41 28 49  7 66 33  6 46 40 54 58 53 94  0 14 22 99 72 11 52 45
 92 27 51 57 61 97 76 96 13 70  1 81 77 79 10 30 20 67 23  4 98 59 89 16
 35 93 34 25  2 42 60 73 88 95 48 36 55 18 39 80 86 62 75 68  5 82 91 56
 38 32 43 21]",800,500,0.2,30,194.84295320510864
78,357.43401862075626,"[55 36 48 24 12 15 88 95  1 70  3 69  9 31 89 17 98 83 13 73 96 60 49 33
 56  2 91 51 68 58  5 92 30 10 52 45 79 90 84 99 72 11 71 50 29 19 64 63
 81 20 97 61 75 94 53 54  6 46 40 82 57 34 25 93 35 42 76 77 22 86 62 47
 44 37  8 41 16 28 67 23 78 26 87 65 74 85 59  4 14 27  0 18 39 80  7 66
 38 32 43 21]",800,500,0.2,30,196.33261489868164
93,357.4466235935909,"[34 91 57 75 27 94 79 10 30 92  6 46 40 54 68 53 20 63  1  3 19 29 64 50
 71 69  4 98 47 44 60 96 73 13 70 12 15 48 36 18 55 11 39 80 72 99 52 45
 51 82  5 58 61 97 42 76 59 26  9 17 31 89 62 14  0 81 83 74 85 77 22 90
 84 24 88 95 86 23 67  2 35 93 25 33 56 49  7 66 21 43 32 38 28 16 41  8
 37 78 87 65]",800,500,0.2,30,195.743901014328
12,357.67824044712575,"[21 56 33 93 25 34 35 91  2 67 60 23 42 76 96 83 70 15 18 55 11 90 22 77
 20 75 51 53 94 27  0 14 62 86 88  1 63 81 92 68  5 58  6 40 46 54 82 57
 61 97 98 59 26 78  3 12 24 13 73 84 52 45 99 72 80 39 36 48 95 71 50  4
 47 44 28 16 41  8 37 31 89 17  9 85 74 69 64 29 19 65 87 49  7 66 32 43
 38 79 30 10]",800,500,0.2,30,193.26507258415222
33,357.77748823875174,"[52 45 99 72 18 55 36 47 89 31 17 78 85 69 95 88  1 63 81 14  0 27 75 20
 62 86 96 73 84 90 22 77 94 53 54 58 68 92 79 61 42 33  2 35 34 25 93 91
 82 51 57 97 76 60 28 16 43 21 32 38 66  7 56 49 67 23 12 15 70 83 59 44
 37  8 41 13 24 48 39 80 11  4 98 26  9 74 87 65 19 29 64  3 50 71 10 30
  5  6 40 46]",800,500,0.2,30,200.51130080223083
92,358.6399645407929,"[52 45 72 36 18 39 80 11 84 90 70  1 88 95 64 19 29 69 65 87 74 85 78 17
 31 89 98  4 44  8 37 33  2 56 66  7 47 71 50  3 83 13 22 77 79 92 99 55
 48 24 12 15 63 81 20 76 62 41 16 28 67 23 96 73 86 42 91 35 93 25 34  6
 46 40 82 51 53 10 30  0 14 60 49 38 32 43 21  9 26 59 97 61 57 75 54  5
 58 68 94 27]",800,500,0.2,30,193.90980744361877
64,358.7425668140538,"[38 25 61 57  0 27 68  5 58  6 46 40 54  2 33 49 42 62 73 96  4 98 47 86
 81 83  1 70 24 12 15 48 36 55 18 84 90 22 77 76 60 67 16 28 41 89 31 17
 85 74 69 71 95 88 63 13 11 39 80 72 99 14 20 97 35 93 34 91 82 51 75 53
 94 79 45 52 10 30 92 23 56  7 66 43 21 32 26 78 59 50  3 64 29 19 65 87
  9 44  8 37]",800,500,0.2,30,191.4194302558899
58,358.7668615390579,"[74 87 65 19 29 50 71 85  9 17 89 31 37  8 44 96 73 86 67  2 33  7 66 32
 43 21 38 16 60 62 48 11 80 39 72 99 22 77  0  5 58  6 54 68 30 10 52 45
 84 90 81 23 42 35 93 25 34 91 56 49 28 41 47 98  4 83 13 70 15 12 24 76
 61 57 51 75 97 82 53 94 27 92 79 63  1 88 95  3 64 69 59 78 26 36 55 18
 20 14 40 46]",800,500,0.2,30,214.41922044754028
16,359.2251721894641,"[10 30 79 92 13 63 70  1  3 50 85  9 26 78 19 29 64 83 96 67 93 25 34 28
 16 41 60 23 42 76 97 14 94 27 57 51 91 35  2 56 33 49 66  7 21 32 43 38
  8 37 44 31 89 17 59 73 11 80 39 18 55 36 84 77 22 81 47 98  4 86 62 20
 75 53 68 58  5 54 82 61 90 24 12 15 48 72 52 45 99 88 95 71 69 74 87 65
  0  6 40 46]",800,500,0.2,30,191.65189862251282
72,360.4980915269947,"[65 87 74 85  9 31 17 86 62 81 90 84 11 39 80 12  1 70 63 13 73 96  4 98
 83 95 88 24 15 48 36 72 99 52 45 79 27 75 51 94 53 68  5 58  6 46 40 54
 82 57 61 97 76 67 42 92 30 10  0 14 20 23 60  7 66 28 16 41 44 89 69 71
 22 77 91 35 93 34 25 38 21 43 32 47 50  3 64 29 19 26 78 59 49 56 33  2
  8 37 55 18]",800,500,0.2,30,191.74520349502563
39,361.1031878302425,"[34 25 33  7 66 49 16  8 37 44 98  4 83 95 88 59 78 85  9 26 17 89 31 43
 21 32 38 56 35 93 76 86 63 70  1 24 48 18 55 36 11 99 90 84 96 47 41 28
 60 42 97 61 57 51 91  2 67 23 62 73 13 71 50  3 12 15 22 77 20 82 53 92
 39 80 72 79  0 14 27 75 94 68  5 58 54 40 46  6 30 10 52 45 81 69 74 65
 87 64 29 19]",800,500,0.2,30,192.58661794662476
56,361.3597389468846,"[ 2 25 34 46 40  6 54 58 92 30 10 99 90 84 11 55 48 12 15 24 81 27 94 68
  5 53 82 97 76 62 86 98 85  9 74 87 65 29 64 19  3 71 50 69  4 47 43 32
 66  7 23 73 70 63 13 96 20 61 57 51 75  0 14 79 45 52 72 39 80 18 36 95
  1 88 83 59 78 26 17 31 89 44 67 42 91 22 77 60 28 16 41 37  8 49 56 33
 35 93 38 21]",800,500,0.2,30,207.5376570224762
9,362.19145364015674,"[21 43 32 38 41 49  7 66 56 33 35 34 25 93  2 91 82 51 57 61 14 81 24 15
 12 48 77 22 11 80 39 99 79 92 68 58  5 54 53  0 20 97 42 76 63 70 71 59
 17 44 47 69 64 29 19 65 87 74 85  9 98  4 86 62 23 60 16 28 67 84 90 30
 10 40 46  6 52 45 72 18 55 36 83 78 26 89 31 37  8 96 73 13  1 88 95  3
 50 27 94 75]",800,500,0.2,30,197.32407474517822
97,362.2005007861237,"[24 71 50 64 19 69 59 17 89 44 49 16 34 25 35 33 56 42 61 75 53 14 97 20
  0 27 94 68  6 46 40 54 58  5 51 57 82 91 93  2 23 76 62 86 73 96 81 77
 22 99 36 48 12 15 88 83  4 13 84 90 79 92 30 10 45 52 72 80 39 11 70 63
 60 67 47 31  9 85 74 87 65 29  3 18 55  1 95 26 78 98 28  7 66 32 43 21
 38 41  8 37]",800,500,0.2,30,132.45207500457764
