Execução,Distância Total,Melhor Caminho,Tempo de Execução,Algoritmo,Semente,Iterações,Temperatura,Resfriamento,Tentativas,População,Mutação
89,383.3920036696152,"[30 55 81 77 18 73 46 50 83 86 79 13 63 19 65 31 24 96 89 51 16 99  4 54
  8  7 61 28 60 90 62 33  2 59 53 34 70 66  1  5 84 82 25 35 39 44 57  9
 64 87 15 67 75 12 17 29 58 92 38 36 80 20 11 37 41 49 32 21 74 45 40 69
 23 56 26 94 27 91 88 43  0 22 97 78 72 85 52  6 76 10 71 48 47 68 93 14
 95  3 98 42]",34.97331357002258,Hill Climb,52,,,,,,
34,383.4342604748576,"[14 95 98 42 72 78 35 60 53 34 44 20 27 26 66 70 80 83 16 52 30 55 43 22
 81 56 23 71 48 47 17 32 21 74 45 96 89 41 40 12 75 67 13 63 99  4 19 31
 65 62  2 59 29 58 92 38 36  1  5 84 82 25 85 94 64  9 57 39  0 46 50  7
  8 54 61 76 10 88 91 11 97 68 69 49 37 77 18 24 73 51  6 28 90 33 79 86
 93  3 15 87]",34.04267072677612,Hill Climb,52,,,,,,
26,384.2467174067433,"[31 65 19 51 46 68 93 14 95 81 18 89 96 41 37 56 77  0 22 23 49 69 71 48
 72 42 78 85 94 26 70 66 36 38 58 29 62 33  2 59 34 44 39 87 15 75 67  3
 98  5  1 84 82 25 32 21 74 45 24 73 50  8 16  7 76 43 55 30 11 27 20  9
 57 53 90 28 60 35 91 88 52 83 63 13 79 86 92 80 64 47 12 17 40 97 10  6
 61 54  4 99]",30.03816628456116,Hill Climb,52,,,,,,
19,385.5771568909857,"[29 58 92 53 59  2 33 13 63 79 86 83 99  4 54 19 31 65 51 43 55 97 81 77
 41 18 73  0 22 95  3 15 87 85 27 20 64 70 66 40 17 47 48 71 98 42 72 78
  9 57 39 60 28 35  5  1 84 82 25 89 96 24 49 69 45 74 21 32 12 75 67 91
 44 34 38 36 80 68 14 93 30 10 52 90 62 88 56 23 37 46 50  6 76 61  7  8
 16 11 26 94]",34.73971629142761,Hill Climb,52,,,,,,
46,386.0516359971673,"[87 15  5  1 36 59  2 92 38 80 64 26 94 85 66 70 57  9 20 78 95 14 93 77
 37 41 89 96 73 24 45 74 21 32 25 82 84 42 72 98  3 48 71 69 49 23 56 97
 35 39 34 58 29 62 99  4 54 61 81 47 67 75 12 17 40 22  0 10 52 60 90 33
 86 79 13 63 28 88 30 55  7  8 16 83 53 44  6 76 19 31 65 51 18 68 27 11
 91 43 50 46]",31.709434270858765,Hill Climb,52,,,,,,
93,386.1612982552582,"[99 63 13 86 79  2 59 33 83  7 76 52 39 34 53 29 58 92 38 44 57 80 70 66
  5  1 36 62 90 28 60 64 84 82 25 98 32 21 74  3 87 15 67 75 12 17 23 37
 41  8 16  4 54 61  0 22 68 93 14 95 18 24 31 65 19 20 26 94 78 72 42 85
 27 55 97 81 56 77 43 30 11  9 35 91 88 10  6 50 46 51 73 89 96 49 69 71
 48 47 40 45]",32.65106534957886,Hill Climb,52,,,,,,
68,388.90447923021367,"[34 44 39 57  9 64 26 94 85  5  1 66 70 12 32 21 74 45 91 35 60 90 86 79
 13 63 99 83 16 88 68 14 93 27 10  6  7  8  4 54 61 76  0 41 37 77 28 62
 33  2 59 36 95  3 15 87 98 42 25 82 84 72 78 19 31 65 51 24 17 40 69 49
 73 50 46 11 20 80 38 92 58 29 53 52 18 89 96 23 56 22 43 30 55 97 81 47
 75 67 48 71]",38.58408761024475,Hill Climb,52,,,,,,
28,388.9798882731087,"[ 4 99 63 13 29 58 92 38 53 52 10 88 91 11 20 70 66 80 44 39 57  9 97 47
 67 75 12 17 40 22 28 79 86 83 54 19 31 65 51 24 73 61  7  8 16 18 89 96
 49 69 23 56 33  2 59 36  1  5 84 82 25 78 14 81 77 37 68 93 72 42 98 71
 48 15 87  3 95 35 60 90 62 34 64 26 94 85 27 30 55 43  6 76 50 46  0 41
 45 74 21 32]",36.125436544418335,Hill Climb,52,,,,,,
74,388.9920519247655,"[75 12 32 21 74 45 17 67  3 85 66 70 20 11 52  6 28 53 29 58 92 80 64 26
 94 15 87 34 59  2 79 83 16  8  7 97 93 42 25 82 84 98 40 69 49 23 56 91
 35 60 90 86 33 62 39  9 57 44 38 36  1  5 72 78 27 55  0 73 96 89 18 77
 37 41 24 51 31 65 19  4 99 63 13 88 30 43 50 46 22 68 14 95 47 48 71 81
 10 76 61 54]",30.725372791290283,Hill Climb,52,,,,,,
5,389.2722994283175,"[37 23 67 75 12 32 21 74 45 17 40 56 81 22  0 18 41 49 69 95 14  5  1 97
 43 46 50  6 52 28 71 48 47 15 87  3 93 26 94 11 91 55 30 88 10 76  8 16
 83 60 39 57  9 84 82 25 85 27 20 35 53  2 59 29 58 92 38 78 72 98 42 66
 70 99  4 54 73 24 96 89 77 68 64 80 36 34 44 51 31 65 19 61  7 86 90 62
 33 79 13 63]",32.62419533729553,Hill Climb,52,,,,,,
91,389.37485685095504,"[59  2 29 58 92 62 33 86 90 53 57  9 35 88 43  3 15 87 64 80 36 38 34 44
 39 48 47 67 75 12 32 24 31 65 96 89 73  0 18 41 45 74 21 69 49 23 37 77
 56 81 22 52 28 60 79 13 63 19 51 50 46 40 17 71 25 82 84 66 70 95 14 11
 91 30 55 97 68 93 94 26 20 16  8 54  7 61 76 10  6  4 99 83 27 85 78 72
 98 42  5  1]",30.286767959594727,Hill Climb,52,,,,,,
9,389.40544667950354,"[12 75 39 34 59  2 53 35 27 95  3 87 15 71 48 47 67 17 40 69 57 92 58 29
 46 73 96 89 68 14 93 26 94 11  7 54  8 16 28 91 97 45 74 21 32 49 23 60
 90 13 63 99  4 83 86 79 33 62 44  9 85 78 72 42 98 25 82 84  5  1 66 70
 36 38 80 64 20 52 19 31 65 51 24 41 37 77 56 81 22 43 55 30 88 10  6 61
 76 50  0 18]",40.51056790351868,Hill Climb,52,,,,,,
29,389.7647172247418,"[59  2 90 60  5  1 36 38 44 81 23 40 45 21 74 96 89 41 49 69 47 75 67 71
 37 18 24 31 65 19 51 73 61  7  8 16 54  4 99 83 63 13 79 86 33 62 84 82
 25 20 11 52  6 76 28 53 29 58 92 34 68 93 48 17 32 12  3 95 14 55 30 88
 91 97 85 78 72 42 98 87 15 56 77 22 43  0 46 50 10 35  9 64 27 94 26 66
 70 80 57 39]",36.96549201011658,Hill Climb,52,,,,,,
85,389.86908973426506,"[55 97 45 74 21 32 17 40 69 49 23 56 73 51 24 71 48 47 12 75 67 43 10  6
 52 28 60 90 53 34 44 80 25 82 84 36 38 92 27 68 93 94 26  5  1 66 70 85
 42 98 72 78 65 31 19 62  2 59 58 29 61  7  8 16 83 86 79 35 91 88 30 11
 20 64  9 57 39 33 13 63 99  4 54 76  0 77 37 41 89 96 18 81  3 15 87 95
 14 22 46 50]",32.1232328414917,Hill Climb,52,,,,,,
77,391.4428662453128,"[25 82 84 20 35 39 60 79 86 28 85 78 87 15  3 45 74 21 32 12 66 70 80 38
 36  1  5 42 72 98 75 67 47 48 56 43 30 88 92 58 29 33 62 44 34 53 90 63
 13 59  2 83 99  4  7 61  0 22 37 23 69 71 95 14 93 27 11 91 55 97 81 77
 41 89 18 46 50 10  6 16  8 54 31 65 19 76 52 57  9 64 26 94 68 17 40 49
 96 24 73 51]",35.38813662528992,Hill Climb,52,,,,,,
43,391.83331699075774,"[54 16 35 20 72 42 25 82 84  1  5 26 94 64 27 68 14 95  3 15 87 93 11 91
 60 28 88 81 77 41 89 18  0 10 52  6  7 61 76 30 55 43 73 51 50 46 22 37
 69 40 45 32 12 75 67 98 78 97  8  4 99 83 86 33 62 90 53 34 29 58 92 38
 36 44 39 47 48 71 23 56 79 63 13  2 59 19 65 31 24 96 49 74 21 17 85 66
 70 80 57  9]",31.280481338500977,Hill Climb,52,,,,,,
3,392.1182855657224,"[12 75 67 15 87 98 42  5  1 66 70 85  3 48 71 56 81 22 51 31 65 19 50 46
  0 41 49 69 40 32 21 74 45 24 73  7  8 16 60 64 84 82 25 72 78 27  4 99
 83 86 79 33 62 57  9 20 47 17 23 97 63 13  2 59 29 58 92 38 36 80 39 28
 52 10  6 76 61 54 90 53 34 44 35 88 43 96 89 26 94 11 91 30 55 68 93 14
 95 37 77 18]",28.68710708618164,Hill Climb,52,,,,,,
86,392.5934830154779,"[57 39 90 33 62 29 92 34 44  9 77 37 45 74 21 32 23 68 11 91 97 89 96 22
 28  2 59 58  1  5 78 14 95 47 48 71 69 49 40 17 12 75 67 56 81 60 53 38
 36 66 70 80  7 61 54  8 16  6 88 30 55 43 10 52 86 79 13 63 83 99  4 18
 41  3 15 87 98 25 82 84 42 72 35 76 19 31 65 51 24 73 50 46  0 20 64 26
 94 27 93 85]",32.39117693901062,Hill Climb,52,,,,,,
90,392.8012918748517,"[54  8 41 40 17 12 75 67 47 48 78 72 42 98 25 82 84  1  5 85 26 70 66 36
 38 92 13 63 45 32 21 74 24 65 51 96 49 69 71 93 94 27 11 30  7 61 88 91
  9 57 44 34 53 90 83 99  4 16 28 60 86 79 29 58 39 35 52  6 10 43 18 89
 73 50 46  0 22 68 14 95  3 87 15 23 56 37 77 81 97 55 62 33  2 59 80 64
 20 76 19 31]",28.879311323165894,Hill Climb,52,,,,,,
25,393.3392960050011,"[28 60 90 33  2 59 62  6  0 18 41 89 96 24 73 79 13 63 99  4 54  8  7 61
 19 31 65 51 76 16 83 86 53 34 80 36 38 92 58 29 44 39 56 23 40 17 71 95
 14 85 93 68 97 55 30 52 10 43 22 77 81 11 20 70 66  1  5 25 98 69 49 37
 35  9 57 64 27 26 94 78 87 15 48 47 75 67  3 72 42 12 32 21 74 45 46 50
 88 91 82 84]",28.33856010437012,Hill Climb,52,,,,,,
16,393.537958211636,"[70 66  5 25 82 84  1 36 62 33 63 54 19 31 65 51 50 46 26 94 95  3 69 49
 37 77 16 83 99  4  0 41 23 71 48 56 76 61  7  8  9 57 80 64 72 42 98 87
 15 78 85 38 58 92 34 44 39 35 22 18 89 96 24 73  6 53 29 59  2 90 60 52
 88 91 11 20 27 68 14 93 97 55 30 28 86 79 13 10 43 81 40 45 74 21 32 12
 75 67 17 47]",30.11587643623352,Hill Climb,52,,,,,,
40,395.4306974903045,"[66 70 97 81 56 49 69 40 15 87  3 93 80 92 29 58 38 36  1  5 82 84 26 94
 27 11 88 30 55 43 22 71 48 47 98 25 42 72 78 85 20 35 39 57  9 64 68 14
 95 23 37 77  0 61 54  4 99 83 16 76 50 46 19 65 31 45 74 21 32 17 86 33
  2 59 62 90 60 28 52  6  7  8 63 13 79 18 41 89 96 24 51 73 10 53 34 44
 91 67 75 12]",32.103039026260376,Hill Climb,52,,,,,,
15,396.1233734748526,"[36 38 92 58 29 59  2 34 44 64 47 48  6  7 61 76 41 49 23 91 11 27 26 94
 20 35 52 10 18 89 96 69 40 71  3 15 87 98 25 82 84  5  1 66 70 81 56 37
 77 73 50 46  0 43 22 68 95 14 93 30 55 97 78 72 42 85 80 53 60 16  8 54
 19 31 65 51 24 17 12 75 67 28 90 62 33 86 79 13 63 99  4 83 39 57  9 88
 45 74 21 32]",32.791521072387695,Hill Climb,52,,,,,,
47,397.00453619387537,"[10 52  6 16 63 13 90 53 44 39 88 55 43  0 46 50  7 61 76 18 41 74 21 32
 45 23 60 28  8 54 73 89 96 24 51 31 65 19  9 57 79 86 83 99  4 12 75 67
 71 56 81 22 97 78 98 42 72 34 29 59  2 33 62 35 94 85 48 47 17 40 69 49
 37 77 68 93 14 95  3 15 87 36 58 92 38 80 64 20 11 91 30 27 26 70 66  1
  5 84 82 25]",31.535890340805054,Hill Climb,52,,,,,,
14,398.409070298013,"[ 1  5 84 82 25 98 42 10  6 52 60 53 29 58 59  2 61 50 46 73 89 96 24 83
 63 90 92 38 34 44 40 45 74 21 32 17 56 43 54  4 99 16  8  7  0 18 41 22
 55 97 23 49 69 71 48  3 66 70 80 36 62 33 13 79 86 28 27 78 72 85 20 35
 39 57  9 64 26 94 95 14 11 91 30 88 76 19 31 65 51 68 93 81 77 37 47 12
 75 67 15 87]",34.89265704154968,Hill Climb,52,,,,,,
54,398.6144984106636,"[42 72 78 85 66 70 26 94 50 46  0 55 30 43 73 51 19 31 65 18 41 77 81 97
 11 20 39 44 57  9 64 27 40 69 49 37  7  8 16 17 12 75 67 80 36 38 92 33
 86 79 13 63 83 99  4 54 61 76  6 10 93 14 47 48 71 23 56 60 53 34 35 91
 22 89 96 24 45 74 21 32 58 29 59  2 62 90 28 52 88 68 95  3 15 87 98 25
 82 84  5  1]",35.06637525558472,Hill Climb,52,,,,,,
55,398.91777706168233,"[48 71 56 59  2 33 13 79 86 28 40 45 74 21 32 17 47 15 87 80 38 92 34 39
 69 49 37 77 81 68 93 20 35 97 22 18 24 73  0 43 55 30 27 26 94 64 60 52
  6 76 61 19 31 65 51 50 46 96 89 41 23 14 95 42  5  1 66 70 36 58 29 62
 90 53 44 57  9 85 25 82 84 12 75 67  3 98 72 78 11 91 88 10  7  8 16 54
  4 99 83 63]",33.6346070766449,Hill Climb,52,,,,,,
37,398.92055484885503,"[33 90  4 54  8 16 60 53 29 58 92 34 44 80 64 84 82 25 98 72 43 10  7 61
 50  0 22 97 81 77 37 49 69 40 45 74 21 32 17 48 71 95 70 66 36 38 91 55
 30 88 86 79 63 13  2 59 62 46 73 18 41 23 56 68 78 85  9 57 39 52 19 31
 65 76  6 47 12 75 67 14 93 27 11 20 26 94 42  5  1 35 28 83 99 51 24 96
 89  3 15 87]",36.42249894142151,Hill Climb,52,,,,,,
73,399.0949683352023,"[31 65 19 61 76 10 35  9 57 39 28 52  6  7  8 16 83 86 90 53 34 44 17 21
 74 96 24 51 73 50 46  0 22 43 30 91 38 36  1 84  5 66 70 80 64 20 11 55
 97 26 94 85 95 12 75 67 60 62 33 13 63 79 88 68  3 87 15 47 48 69 49 71
 14 93 27 92 58 29 59  2 99  4 54 18 89 41 37 77 81 98 25 82 42 72 78 56
 23 40 45 32]",30.76035523414612,Hill Climb,52,,,,,,
97,399.3394205906359,"[98 87 15  3 43 10  4 99 83 45 74 21 32 40 35 39 57  9 97 17 12 75 67 47
 48 71 95 78 25 82 84 36 38 80 64 81 77 37 41 89 96 24 31 65 19 51 73 50
  8 16 54  7 26 94 93 14 68 55 30 60  2 59 20 27 85 72 42  5  1 66 70 11
 91 88 46  0 22 18 49 69 23 56 44 34 53 92 58 29 62 33 13 63 79 86 90 28
 52  6 76 61]",26.81524062156677,Hill Climb,52,,,,,,
58,401.30970174568233,"[ 8 16 53 29 58 38 36 80 26 94 85 27 64  9 20 11 91 97 68 93 14 98 25 82
 84  1 86 79 63 13 33 62 90 28 50 46  0 55 30 43 73 51 19 65 31 24 74 21
 32 45 22 10  6 52 56 49 69 40 12 75 67 35  2 59 92 34 88 81 77 37 23 41
 89 96 18 57 44 39 60 83 99  4 54  7 61 76 95  3 15 48 47 17 71 72 42  5
 66 70 78 87]",30.635908365249637,Hill Climb,52,,,,,,
11,403.4308511786414,"[54  7  8 33 62 90  0 18 41 23 71 48 56 81 20  9 57 88 43 40 17  3 78 85
 94 70 66  1  5 27 11 91 30 55 97 93 72 98 87 15 37 77 22 28 86 79 13 63
 60 26 84 82 25 42 95 14 68 73 51 50 46 10 76 61 19 65 31 24 45 69 49 89
 96  4 99 83 16  6 52 35 39 44 34 92 53  2 59 29 58 38 36 80 64 47 67 75
 12 32 21 74]",28.06295728683472,Hill Climb,52,,,,,,
17,404.28894042427606,"[25 82 84 95 23 24 73 46  0 22 81 77 37 71 47 48 43 28 60 53 92 33 13 79
 86 45 74 21 32 40 97 55 30 88 91 11 35 39 34 44  8 16 90 62  2 59 36 80
 57  9 20 67 75 12 17 89 96 18 41 49 69 56 68 93 94 27 52  6 76 10 85 78
 87 15  3 14 61  7 54  4 99 83 63 29 58 38 64 72 98 42  5  1 66 70 26 50
 51 19 65 31]",32.697102546691895,Hill Climb,52,,,,,,
1,404.9365799344786,"[70 66  1  5 98 42 72  3 12 75 67 81 43 10  6 52 88 91 11 97 45 74 21 32
 95 14 77 18 41 37 23 49 69 40 17 56 55 30 76  7  8 16 83 27 26 84 82 25
 87 15 80 53 62 33 19 31 65 51 59  2 13 63 99  4 54 61 50 46 36 38 92 58
 29 34 44 20 68 47 48 71 89 96 24 73  0 22 93 78 85 94 64  9 57 39 35 28
 60 90 86 79]",30.735775470733643,Hill Climb,52,,,,,,
75,405.2695278852706,"[87 15 55 30 88 91 39 44 57  9 11 97 48 71 37 51 31 65 19 46 50  7  8 16
 28 90 86 79 13  2 59 52  0 18 41 89 96 24 73 22 25 82 84  5  1 36 92 38
 80 64 70 66 26 85 72 78 14 95 69 49 23 34 53 58 29 33 62 60 35 20 68 12
 75 67 93 94 27 40 45 74 21 32 17 47  3 98 42 56 77 81 43 10  6 76 61 54
  4 99 83 63]",34.300856828689575,Hill Climb,52,,,,,,
52,406.6226897453439,"[31 65 19 24 48 47 67 75 12 17 56 77 81 22 55 43 50 46 73 51 61  8  4 54
  7 76  0 41 37 68 93 11 30 97 14 95  3 15 87 85  9 39 83 99 16 27 26 94
 78 72 25 82 84  1  5 64 57 44 86 79 13 63 52  6 10 88 91 20 80 58 29 62
 33 90 28 23 49 69 71 98 42 66 70 36 38 92 34 45 74 21 32 40 35 53 59  2
 60 18 89 96]",33.40243148803711,Hill Climb,52,,,,,,
50,407.4876229081867,"[72 42 66 70 85 87 15 95 14 93 68 97 55 22  0  6  8 16 99  4 54 41 71  3
 98 25 82 84  1  5 49 69 40 17 12 75 67 47 89 96 18 73 83 63 13 79 86 45
 74 21 32 48 78 26 94 27 20 11 91 35 39 60 28 52 88 53 59  2 33 10 46 50
  7 61 76 43 30 64 80 36 38 81 77 37 23 56  9 57 44 34 92 58 29 62 90 19
 31 65 51 24]",31.7134473323822,Hill Climb,52,,,,,,
32,407.5253456035696,"[17 40 89 96 35 39  9  3 15 87 57 44 34 38 80 64 71 32 21 74 45 69 49 23
 56 81 10  4 99 83 86 79 33 62 90 53 60 28 88 48 47 12 75 67 29 58 92 66
 70 85 95 14 30 55 77 37 41 18 22 97 68 93 26 94 27 20 11 91 43  0 73 24
 51 50 46 98 42 72 78 52  6 76  7 61 65 31 19 54  8 16 63 13  2 59 36 25
 82 84  5  1]",36.85056900978088,Hill Climb,52,,,,,,
20,407.780529895415,"[24 51 73 50 46 22 97 85 87 15  3 47 67 56 81 62 33 90 28 77 37 71 48 95
 14 68 93 94 26 83 99 88 91 11 78 72 42 82 25 98 75 12 32 45 17 40 23 41
 18  0 10 52 39 35 55 30  6 76 61  7 54  4 63 13  2 59 79 86 31 65 19  8
 16 29 58 92 38 36 70 66  1  5 84 80 44 57  9 64 27 20 34 53 60 43 89 96
 49 69 21 74]",29.206135511398315,Hill Climb,52,,,,,,
53,410.08533175327153,"[68 93 26 70 66 36 58 29 50 46 25 82 84 87 15 89 96 24 73 51 31 65 19 79
 86 83 99  4 54  0 41 21 74 18 22 55 30 52  6  8 16 63 13  2 59 39 35 91
 88 10 76 61  7 28 60 90 33 62 53 44 11 23 45 32 17 27 20  9 57 34 92 38
 80 64 94 81 77 37 49 69 40 47 48 71 95 14 85  5  1 98 42 72 78  3 12 75
 67 56 97 43]",30.176254987716675,Hill Climb,52,,,,,,
30,411.26306172013136,"[54 61 18 74 21 80 36 38 83 99  4 19 31 65 76 97 68 27 11 63 13 33 62 79
 86 90 85 78 42  5  1 87 15  3 20 35  9 64 70 66 91 88 10  6  7  8 16 28
 60 39 57 44 34  2 59 29 58 92 53 52 22 56 40 17 45 32 12 75 67 47 48 98
 25 82 84 72 71 69 49 23 55 30 43  0 46 73 89 96 24 51 50 26 94 93 14 95
 81 77 37 41]",28.21765422821045,Hill Climb,52,,,,,,
23,411.5000154707456,"[96 89 18  0 50 46 22 68 93 14 95 71 17 47 48 70 66 36 59  2 90 88 30 55
 97 78 72 42 98 25 82 84  1  5 85 26 94 27 20 35 28 60 53 92 38 34 44 57
  9 80 64 11 67 75 12 24 51 19  4 99 83 52 40 32 21 74 45 73 61 76  6 10
 43 81 56  3 87 15 37 77  7  8 16 54 41 49 69 23 91 39 58 29 62 33 86 79
 13 63 65 31]",32.71825170516968,Hill Climb,52,,,,,,
39,412.2679415226902,"[36 38 44 39 57  9 64 70 66  1  5 79 13 63 22 18 77 68 93 88 28 60 53 34
 26 87 15  3 95 14 35 90 62 20 94 27 11 91 97 40 69 49 96 24 31 65 19 54
  8  4 99 83 16  7 61 43 30 55 81 56 23 67 75 12 32 21 74 45  0 46 50 10
 76  6 52 29 58 92 80 85 78 42 72 71 17 47 48 98 25 82 84 37 41 89 73 51
 86 33  2 59]",32.95297813415527,Hill Climb,52,,,,,,
0,412.5933483607505,"[88 91 11 27 68 93 97  0 73 46 50 52 53 29 58 92 34 94 87 15 95 14 10  6
 61 54  4 99 63 13 26 25 82 84  9 57 44 39 30 55 67 75 12 32 96 24 31 65
 19 51 89 41 23 71 48 56 81 43 76  7  8 16 83 86 79 33  2 59 62 90 28 60
 35 20 64 80 70 66  1  5 21 74 45 37 77 18 22 85 78 72 42 98  3 47 17 40
 69 49 38 36]",42.00516295433045,Hill Climb,52,,,,,,
69,412.6983538150064,"[31 65 51 24 41 49 69 40 17 48 15 87  3 46 50  6 52 28 39  9 57 44 34 53
 35 91 11 68 14 95 45 74 21 32 98 25 82 84 42 72 78 47 12 75 67 71 23 55
 88 99  4 54 81 56 37 77  0  8 16 83 63 13  5  1 36 59  2 33 79 86 90 66
 70 30 43 73 96 89 18 22 64 80 38 92 58 29 62 60 20 27 26 94 85 93 97 10
 76  7 61 19]",32.3408260345459,Hill Climb,52,,,,,,
88,412.95896348420695,"[32 21 74 45 15 87  3 41 89 73 51 63 13 33 62 90 60 28  0 18 96 24 31 65
 19 88 27 26 94 14 95 71 17 40 69 49 23  6 99 83 25 82 84 85 93 81 37 77
 97 55 30 11 20  9 57 64 68 12 75 67 56 22 43 10 52 53 29 58 92 44 39 34
 38 36 80 46 50 76 61  7  8 16 54  4 86 79 35 91 48 47 78 72 98 42  5  1
 66 70  2 59]",31.10206890106201,Hill Climb,52,,,,,,
59,414.4811606627552,"[34 44 39 57  9 20 93 14 47 67 75 12 17 56 10 99 83 52 81 23 45 74 21 32
 40 37 77 18 73 51 31 65 19 76 53 92 38 80 68 71 49 69 48 98 25 82 84 43
 46 50  6 28 62 33 58 36 66 70 26 94 78 72 42 85 27 11 63 13 79 86 90 60
 35 91 88 30 55 97 41 89 96 24  8 16  4 54  7 61  0 22 95  3 15 87 64 29
  2 59  5  1]",32.33548974990845,Hill Climb,52,,,,,,
42,414.7613458019368,"[36 38 58 29 59  2 33 62 90 52 10 88 85 25 82 84 43 19 31 65 40 45 74 21
 32 12 17 55 30 97 71 48 47 14 93 66 70 80 64 26 94 27 22  0 50 46 73 51
 24 96 89 23  3 87 15 75 67  1  5 20 28 86 79 13 63 60 57  9 68 95 98 42
 72 78 11 91  6 76  7  8 16 53 92 34 44 39 35 81 56 69 49 37 77 83 99  4
 54 61 18 41]",27.46895122528076,Hill Climb,52,,,,,,
36,415.1684042010794,"[80 35 52  6 76 10 88 30 55 97 43  0 46 44 34 29 58 92 38 53 60 28 67 75
 12 32 21 74 45 41 54  4 99 83 63 13 68 87 15  3 65 31 19  7 61 50 73 51
 24 96 89 23 71 48 47 17 40 14 95 98 42 72 78 91  8 16 86 79 64 84 82 25
 85 93 18 22 27 94 26  5  1 66 70 36 59  2 33 62 90 39 57  9 20 11 69 49
 37 77 81 56]",33.39337515830994,Hill Climb,52,,,,,,
27,416.46877025209466,"[54  8 16 28 52 68 93 14 95 15 87 27 11 30 43 10  6 76 19 31 65 77 37 89
 96 74 21 32 45 24 51  7 83 99  4 61 50  0  5  1 66 70 36 58 29 35 88 48
 71 23 56 81 22 55 97 26 94 20 60 63 13 79 86 46 73 18 41 49 69 40 17 47
  3 72 78 85 57 53 90 62 33  2 59 80 64 42 25 82 84 98 12 75 67 91  9 38
 92 34 44 39]",27.11392498016357,Hill Climb,52,,,,,,
31,416.7528174113149,"[87 15 51 31 65 19 76  6 52 97 81 77 37 67 75 17 16  8  7 61 10 56 23 40
 32 12  3 85 70 66  1  5 64 80 57  9 20 26 94 93 14 95 68 22 50 46  0 71
 48 47 89 96 18 28 63 13 79 86 83 99  4 54 41 49 69 45 74 21 98 25 82 84
 55 30 91 11 27 78 72 42 44 34 38 36 92 58 29 59  2 33 62 90 60 53 39 35
 88 43 73 24]",29.42700219154358,Hill Climb,52,,,,,,
87,417.6036573432728,"[45 17 47 48 95 14 68  6 76 61  7  8 28 60 39 44 57  9 64 20 88 65 31 19
 53 38 36 87 15  3 23 37 77 81 56 71 40 69 49  0 43 35 34 58 29 62 33 79
 86 90 52 10 50 46 51 73 96 89 18 41 12 75 67 22 97 55 30 11 27 26 70 66
 82 84  5  1 59  2 92 80 94 85 93 91 16  4 99 63 13 83 54 24 74 21 32 78
 72 42 98 25]",30.72219061851501,Hill Climb,52,,,,,,
45,418.2843963947956,"[12 75 67 37 41 18 89 96 49 69 71 72 42 66 70 80 64 20 30 43 10  6 76  4
 54  7 61  8 16 28 60 35 91 55 97 22  0 50 46 73 24 45 74 21 32 11 57  9
 48 47 15 87  3 95 14 93 78 85 36 59  2 90 88 81 77 68 25 82 84 98 17 40
 23 56 27 38 92 58 29 33 62 53 34 44 39 52 19 31 65 51 26 94 86 79 13 63
 99 83  5  1]",30.777471780776978,Hill Climb,52,,,,,,
71,420.3259880649685,"[31 65 19 88 55 81 56 48 71 23 37 77 16 83 63 13 79 86 68 95 14 93 80 36
 38 20 49 69  3 15 87 44 34 62 33 90 18 96 89 25 82 84  1  5 94 11 91 28
 60 39 57  9 64 78 72 98 42 85 35 53 59  2 99  4 54  8  7 61 41 47 12 75
 67 97 10 76  6 52 29 58 92 66 70 26 27 30 43 22  0 50 46 73 51 24 74 21
 32 45 40 17]",30.82531762123108,Hill Climb,52,,,,,,
99,420.6511314112979,"[24 51 73 88 91 72 42  5  1 36 38 92 86 79 13 29 58 44  9 64 20 35 90 33
 62 34 80 85 75 67 47 48 56 37 77 81 22  0 46 50 76 61  7 28 60 39 57 83
 99 68 95 14 93 94 27 11 52  6  8 16 78 98 25 82 84 66 70 26 97 18 89 96
 41 23  3 15 87 55 30 43 10  4 54 31 65 19 63  2 59 53 32 21 74 45 49 69
 71 40 17 12]",28.13023591041565,Hill Climb,52,,,,,,
76,420.7579936814362,"[67 75 12 32 45 40 69 68 27 64 80 92 58 29 44 88 43 73 24 74 21 17  3 42
 72 78 51 19 76 30 55 97 26 84 82 25 98 71 49 96 89 81 95 14 93 85  5  1
 66 70 36 38 34 53 90 86 79 33 62 28 10 50 46  0 22 18 41 77 37 23 47 48
 56  8 16 15 87 94 20  9 57 39 60 13 63 83 99  4 54  7 61  6 52 91 11 35
 59  2 65 31]",29.940402269363403,Hill Climb,52,,,,,,
18,422.2566776884618,"[84  5  1 36 38 80 64 20 43  0 50 46 73 22 78 72 42 66 70 26 94 11 91 35
 53 59  2 60 51 24 40 17 71 23 37 77 81 95 14 93 68 10  7 61 76  6 52 39
  9 57 44 34 92 13 63 99  4  8 16 27 85 87 15 48 47 12 32 31 65 19 54 83
 86 79 97 56 67 75  3 98 25 82 58 29 62 33 90 28 88 30 55 18 41 45 74 21
 69 49 89 96]",31.69367837905884,Hill Climb,52,,,,,,
41,422.5334658395175,"[82 84  5  1 66 36 38 92 64 26 94 85 70 80 57 44 34 53 62 33 29 58 67 75
 12 32 21 74 45 17 40 55 30 54  4 99 83 78 72 42 25 98 47 48 71  9 39 61
 76  6 10 88 91 50 19 31 65 46  0 22 77 37 81 97 35 60 90 28 52 89 96 24
 51 73 18 41 23 56 68 95 14 93 27 11 86 79 13 20  3 87 15 69 49 43  7  8
 16 63  2 59]",27.152512550354004,Hill Climb,52,,,,,,
