Execução,Distância Total,Melhor Caminho,Iterações,Temperatura,Resfriamento,Tentativas,Tempo de Execução
46,478.0048009594491,"[36 38 34 68 67 12 75 47 48 23 89 96 18 24 73 51 46 22  0 61  7 83  2 59
 20 85 78 43 28 35 39 57  9 63 99 86 13 79 60 90 33 62 29 58 53 88 10 52
 44 92  6 76 65 31 19 50 41 49 17 45 40  3 25 84 42 27 16  8  4 54 55 77
 37 69 56 81 93 66 70 94 26 80 64  1 82  5 98 14 95 71 74 21 32 72 15 87
 97 11 30 91]",3500,400,0.95,200,0.2177443504333496
5,478.3423421514888,"[ 6 52 36 38 92  9 57 80 27 98 42 71 23 66 70 58 29 11 91 55 88 20 64 44
 28 99 16 59 63 90 33 86 13 79 60 53 34 39 61 65 31 19 73 51 24 96 18 89
 41 49 67 75 48 56 22 50 46  0 77 17 37 81 95 72  1 25 82 85 14 78 94 93
 97 43 10 76  8 83  4 54  7 35 84  5  3 15 87 68 26 62  2 30 47 12 69 40
 45 21 32 74]",3500,400,0.95,200,0.21287131309509277
16,479.6003509715264,"[64 80 36 55 77 37 71 17 40 89 18 22  5  1 20 94 26 84 82 25 98 72 78 27
 11 10 51 31 65 19  6 52 81 56  3 15 87 42 66 70 85 23 49 69 41 30 34 92
 29  2 39 47 45 32 67 48 14 95 93 97  0 73 28 62 33 13 79 86 90 63  4 99
 83 16 60 53 35 68 91  9 44 57 88 50 46 24 96 21 74 12 75 43 76  7  8 54
 61 38 58 59]",3500,400,0.95,200,0.252671480178833
52,480.81727369833374,"[46 50 43 30 88 91 54  7 31 19 65 53 58 29 59  2 62 60 63 86 33 90 92 38
 36  1  5 64 80  0 24 89 96 41 23 17 37 68 39 57  9 70 66 85 14 93 26 82
 25 84 94 16 61 51 73 18 11 35 44 34 97 77 74 21 40 56 81 22 52 10  6 76
 20 27 42 98  3 75 12 67 32 45 69 49 71 48 72 78 28 13 79  4 83 99  8 55
 95 15 87 47]",3500,400,0.95,200,0.2282428741455078
50,482.0519136990674,"[50  6 66 70  5 42 85 26  0 46 41 48 69 49 40 32 67 75 12 17 37 77 81 22
 10  7  4 16  8 54 99 52 39  9 80 53 60 28 56 23 71 47 97 55 88 14 78 84
 82  1 25 72 98 45 74 21  3 15 87 27 11 35 91 30 73 24 96 89 57 36 33 79
 86 83 76 51 61 62 90 13 63 19 31 65 43 68 93 18 95 94 29 59  2 58 92 38
 34 44 20 64]",3500,400,0.95,200,0.1900007724761963
55,482.3133370520548,"[98 94 85 14 23 40 96 73 24 51 65  6 11 30 55 95 87 15 93 20 80 36 29 59
  2 97 81 56  3 72 42 82 25 84  5  1 66 70 78 26  0 37 48 47 67 38 92 58
  8 61 10 34 53 60 90 79 13 63 28 52 39  9 33 62 44 88 43 45 32 74 21 49
 71 69 41 77 68 27 64 35 57 91 50 46 22 18 89 75 12 17 76  7 16 86 83 99
  4 54 19 31]",3500,400,0.95,200,0.23322057723999023
41,483.50999860125773,"[67 48 71 49 45 21 74 56 18 81 93 72 42 98 25 82 28 86 99  4  0 89 96 69
 32 12 75  3 78 95 14 68 64 85 84 87 15 11 91 57 39 35 53 34  9 70 66 94
 27 80 38 36 59  2 13 44 83 90 58 92 29 20 88 60  6  7 16  8 79 63 33 62
  1  5 26 97 10 76 54 61 46 52 50 22 43 73 41 37 23 17 40 47 77 24 51 31
 19 65 55 30]",3500,400,0.95,200,0.21560263633728027
79,483.54337967976574,"[73 22 93 72 98 47 81 11 64  5 26 94 27 42  1 66 70 80  9 57 44 34 59 36
 38 53 91  6 76 50 46 89 96  0 10 35 92 29 58  2 33 62 60 68 14 95 69 49
 40 37 77 18 41 85 25 82 84 20 97 43 52 88 30  8 28  7 61  4 63 13 90 39
 24 65 31 51 19 99 54 16 79 83 86 55 15 87 78  3 12 75 67 17 32 45 23 56
 48 71 21 74]",3500,400,0.95,200,0.23363924026489258
21,483.786128451394,"[31  8  4 61 91 11 85 84  1  5 42 72 51 65 19 24 96 14 68 93 95 15 87 82
 66 80 57  9 64 27 94 26 76  7 16 54 10 88 30 78 25 98 75 12 45 17 50  6
 63 90 60 39 35 46 73 18 77 37 41 49 74 21 32 67 48 23 69 89  0 55 20 70
 36 38 59  2 62 28 97 22 81 40 71 47  3 92 58 29 34 44 53 33 79 86 13 99
 83 52 43 56]",3500,400,0.95,200,0.23677992820739746
98,486.0153632667625,"[78 85 81 56 68 93 14 23 37 69 48 95 72 87 15 71 17 12 32 74 21 45 40 49
 77 97 10 50 19  6 76  7 99 83 79 62 47 75 67  3 98 42 82 26 70 66 80 33
 63 13 16 61 73 18 22  2 59 58 92 35 55 89 96 41  0 43  4 54  8 30 91 86
 90 34 44 88 46 51 65 31 24 27 11 60 28 52 53 29 36 25 84  1  5 94 57 64
 20  9 39 38]",3500,400,0.95,200,0.20934772491455078
58,486.50331923503336,"[89 96 50 51 73 46 55 97 30 11 93 98 72 25 82  5 42 78 85 95 69 21 32 74
 75 67 16  4 54  0 22 18 41  3 14 43 10  7  6 26 84  1 87 15 68 27 35 88
 91 52 60 28 13 33 62 90 56 23 71 48 47 12 17 45 24 76 61  8 39 57  9 64
 70 66 63 99 83 59  2 44 94 49 40 31 65 19 86 79 53 92 29 34 38 58 36 80
 20 81 77 37]",3500,400,0.95,200,0.20844531059265137
51,490.6920531382122,"[96 23 69 71 48 56 37 97 27 30 11 68  3 42 78 93 81 77 22 88 91 85 72 98
 66 80 38 44 35 76 18 89 74 21 95 14 55  0 46 73 50 54  4  8 16 60 57 39
  7 83 63 99 13 33 82 84  1 70 36  2 59 92 34 53 10 41 49 40 47 67 32 12
 75 45 17 15 87  5 25 26 94 20  9 64 86 79 28 52 43  6 62 58 29 90 61 19
 65 31 24 51]",3500,400,0.95,200,0.2334909439086914
76,490.8128141806345,"[42 72 85 35  8 16 83 79 29 90 62 59  2 44 39 11 41 96 32 21 74 45 49 89
  7 54 86 33 20 27 82 25 84 38 36 66 70 94 26 57  9 40 71 56 91 97 95 78
  1  5 98 17 69 23 37 22 43 10 61 76 30 48 47 75 67 12  3 15 87 14 81 77
 68 93 88 28 60 34 53 58 92 80 64 73 65 31 51 19 13 63 99  4  6 52 18 24
 50 46  0 55]",3500,400,0.95,200,0.21122050285339355
48,491.36622963634096,"[77 65 19 34 44 29 59  2 90 35 91 88 52  6 76 60 28 30 69 74 32 21 12 95
 70 80 57  9 68 27 22 55 43 10 18 89 96 75 67 47 71 17 56 97 11 39 63 83
 16 53 36 66  1 85 41 24 31  7 61  0 50 46  8  4 99 54 51 73 92 58 38 64
 20 94 26 93 14 78 15 87 98 84  5 72 42 25 82  3 48 45 40 49 23 37 81 13
 79 86 62 33]",3500,400,0.95,200,0.21616220474243164
90,491.70801664815895,"[44  9 20  3 56 23 71 48 14 68 93 78 15 87 19 31 65 51 89 11 95 72 25  1
 98 82 84 26 38  2 59 58 36 92 34 80 64 47 75 67 69 12 32 24 73 43 61 76
 88 55 30 46  0 18 77 41 96  7  8 54 79 63 13 16 60 40 17 21 74 45 49 37
 81 97 22 50  6 52 10 35 85 27 91 28 90 86 99  4 83 62 33 29 70 94 42  5
 66 57 39 53]",3500,400,0.95,200,0.20650720596313477
95,493.5151699518472,"[ 9 35 11 91 22 96 40 17 48 87 15 68 94 25 82 84 12 69 49 81 37 41 89 23
 55 85 98  5 66 27 88 73 18 78 72  3 56 77 24 19 65 31 16 28 53 39 64 70
 80 10 51  8 90 33 38 34 44 57 20 30 97 43 52 13 83 63 60 86 79 62 59  2
 92 58 29 36 93 14 95 32 21 74 45 71 75 67 47  0 46 50  6 76 61  7 54  4
 99 26 42  1]",3500,400,0.95,200,0.21788597106933594
62,495.5724082089897,"[19 18 69 49 45 21 17 40 89 71 77 41 22 30 28 86 33 62  2 26 94 53 63 99
  4 54 16 61 76 78  3 15 87 85 35 10 52  6 83 58 29 92 38 27 81 23 47 48
 95 82 25 84  1  5 72 97 46 50 44 34 39 80  9 57 66 70 64  7  8 20 68 14
 75 67 12 32 74 24 96 73 51  0 43 11 91 60 90 79 13 59 36 42 98 93 56 37
 88 55 65 31]",3500,400,0.95,200,0.19183731079101562
93,495.6431334485886,"[99  7  8 54  4 58 38 36 70 64 57  9 25 82  5 85 97 43 10 52 88 30 20 11
 27 72 42 98 93 50 51 69 45 74 21 32 49 24 31 19 65 33 34  6 76 61 16 90
 59 55 81 23 68  3 67 12 75 47 17 40 71 77 18 41 46 73  0 96 89 48 95 14
 66 80  1 84 26 94 91 39 44 79 13 63  2 60 28 83 86 62 53 29 92 35 22 37
 56 87 15 78]",3500,400,0.95,200,0.21172428131103516
91,495.8710287110771,"[46 50 65 31 19 44  9 27 85  1 84 82 42 91 52 60 28  8 83  4 54 18 89 24
 73 51 90 53 34  2 59 58 39  0 41 49 74 71  3 14 30 10  6 61 16 99 13 63
  7 88 97 68 93 56 23 37 77 81 22 43 55 95 78 72 98 87 47 17 21 32 40 48
 76 79 86 62 33 80 38 36 70 66 15 75 12 67 45 69 96 11 20 35 64 94 26 25
  5 92 29 57]",3500,400,0.95,200,0.21124720573425293
33,495.8791240719092,"[87 15 55 43  0 19 61 86 62 90 60  1  5 26 91 51 65 31 24 49 71 56 36 58
 38 68 48 47 17 74 21 32 67 12 75 98 85 93 44 34  2 53 29 92 79  7 54  4
 99 83 16 28 76 10 88 30 97 22  6  8 52 66 70 64 80 57 39  9 84 82 25 42
  3 95 14 18 41 77 81 35 20 11 37 23 69 40 45 96 89 50 46 73 78 72 94 27
 63 13 33 59]",3500,400,0.95,200,0.21323871612548828
24,496.64937487190144,"[ 6 10 88 97 18 73 50  0 22 55 30 35 53 62 79 63 93 72 78 85 46 19  4  8
 16  7 54 99 83 52 28 86 13  2 59 92 29 77 41 56 47 40 45 17 48 67 12 75
 71 68 95 84  5  1 26 14 23 42 82 25 98  3 27 15 87 81 43 76 61 90 33 60
 91 11 57 44 89 96 24 51 31 65 39  9 80 38 58 34 36 20 94 37 49 21 74 32
 69 64 70 66]",3500,400,0.95,200,0.26027607917785645
12,496.7879755855962,"[29 58 38 11 91 30 72 42 15 71 56 23 69 32 45 21 74 84 82  1 66 70 64 57
 10 52 79 86 28  6 35 94 26 27 78 93 85  5 20 19 31 65 89 77 18 40 49 37
 76  7 54 63 83 39 92 53 62 90 61  0 50 46 73 22 81 48 47 67 75 95 14 68
 12 17  3 87 98 25 97 55 43 41 88 60 33 16  8  4 99 13  2 59 36 80  9 34
 44 51 24 96]",3500,400,0.95,200,0.23617863655090332
81,496.92762378932616,"[32 74 21 45 39 53 29 58 92 57 43 22  0 77 18  8 16 63 13 79 54  7 50 46
 38 36  1 25 42 26 94  9 44 20 10 88 97 56 87 15  3 72 85 34 62 90 60 28
 91  6  4 99 83 86 33 14 93 27 55 30 64 80 70 66  5 69 49 23 68 95 82 84
 98 78 35 11 52 76 61 19 31 65 24 89 71 48 37 96 51 73  2 59 81 47 12 75
 67 17 40 41]",3500,400,0.95,200,0.35979342460632324
88,497.457970534373,"[51 76  6 10  0 46 50 88 91 60 39 44 62  2 59 33 90 55 97 27 71 48 17 75
 12 32 77 43 30 70 38 53 37 41 69 47 67 56 81  7  4 54 61 45 21 74 40 49
 36 80 11 35 20 93 14 42 78 95 68 89 24 96 22 52 28 34 29 58 92 66 87 15
  3 72 26 82 25 84 85 94 64 57  9  8 99 63 83 16 86 13 79 65 31 19 73 18
 23 98  5  1]",3500,400,0.95,200,0.1924581527709961
11,497.616234237208,"[98 72 42 26 94 57 92 29 38 80 34 44  4 54 61 10 43 46  0 97 48 47 75 67
 91 58 36 64 87 15  3 14 39 53 86 83 62  2 90 60 76  6 52 55 68 12 74 21
 45 96 19 65 24 73 51  7  8 16  9 95 71 17 32 40 81 28 33 79 99 63 13 59
 66 70 93 22 89 41 18 88 35 85  5  1 84 82 25 78 27 20 11 77 37 49 69 23
 56 30 50 31]",3500,400,0.95,200,0.2051544189453125
1,498.90210016056113,"[24 89 77 18 96 56 71 78 72 85 42 25 94 27 50 41 23 67  3 87 15 98 48 32
 45 69 74 21 95 14 68 11 91 99 83  4  7 61  6  8 54 31 88 92 29 58 90 53
 34 36 38 62 33 55 30 35  2 59 86 79 60 28 19 65 76 22 26 93 70 80 64 20
 97 37 49 40 47 17 12 75 81 43 10 52 16 63 13 44 57  9 39 46 73 51  0 66
  1  5 84 82]",3500,400,0.95,200,0.19513583183288574
80,499.76072144597543,"[99  4 61 19 31 65 73 50 46 77 37 41 89  7  8 63 79 52 55 74 21 40 28 29
 58 38 36 57  9 39 83 86 90 62 60 94 26 27 95 15 87 71 69 47 67 75 23 56
 68 14 93 30 43 96 49 48  3 85 81 18 22  0 76 33 92 80 70 66 72 42  5  1
 20 35 59  2 13 51 24 45 32 12 17 10 54 16  6 64 82 84 25 98 78 11 91 97
 88 53 34 44]",3500,400,0.95,200,0.2868154048919678
61,501.08382823334335,"[98 42  5 66 70 26 35 46 63 79 62  2 59 13 33 90 60 30 55 81 56  6 76 86
  9 29  3 15 87 17 75 67 23 37 68 14 93 20 38 92 58 80 34 44 53 36 64 95
 72 78 27 61 16 57 39 91 32 12 74 21 96 89 18 73  0 52 41 49 48 47 71 69
 45 40 43 10 51 19 50 22 77 97 88 28  8  7 54 83 99  4 31 65 24 11 94 85
  1 82 25 84]",3500,400,0.95,200,0.20855307579040527
73,501.20642850572756,"[92 44 90 60 68 37 46 50 99 33 62 59  2 86 79  5  1 25 98 42 26 94 88 76
 19 65 31 23 48  3 15 87 21 74 40 17 49 69 56 47 71 45 97 43  7 61  8 63
 13 58 80 64 70 82 84 72 81 10  6 52 39 28 57  9 91 89 96 51 24 73 55 27
 85 78 66 36 29 53 38 34 35 20 11 95 14 93 30 22 77 41 18  0 54  4 83 16
 32 12 67 75]",3500,400,0.95,200,0.23658132553100586
65,501.7092719191984,"[34 57 30 55 37 23 71 15 56 60 53 44 20 93 77 41 89 96 48 17 40 69 98 25
 82 84 39  9 64 70  5 42 72 74 21 32 45 12 75 67 47 81 76  6 51 73 49 97
 43 22 19  7 27 85  1 66 38 33 62 52 50 46  0 10 88 11 80 36 29  2 59 58
 92 28 79 86 99  4 90 35 91 18 24 31 65 54 16  8 61 83 63 13 68 14 87  3
 95 78 94 26]",3500,400,0.95,200,0.20677614212036133
36,503.0493302306202,"[59 63 13 62 99 51 69 32 17 47 61  7 16 28 30 43 10 39 34 92 60 37 77 81
 22 50 46  0  3 95 78  1 84 25 82 88 76  8  4 83 54 18 49 74 21 45 67 75
 12 85 38 29 58 36 64 35 20 27 72 98 42  5 93 56 23 40 71 48 97 55 91 11
 66 70 94 26 33 90 53 44 68 14 87 15 41 96 73 89 24 19 31 65  6 52  9 80
 57  2 86 79]",3500,400,0.95,200,0.2293241024017334
31,503.3249093963729,"[36 80 11 46 50 65 31 19  6  9 55 30 35 20 26 93 32 21 74 45 49 85 42 25
 82 78 83 99  4 16  7 22 18 96 89 67 75 12 17 51 76 61 71 48 47 72 98 84
  1  5 94 64 53 60 90 92 29 38 27 68 14 66 70 58 33 63 13 86 79  8 54 10
 56 23 95  3 15 87 44 39 52 41 69 40 37 43 88 28 62  2 59 34 57 91 81 77
 24 73  0 97]",3500,400,0.95,200,0.23841619491577148
87,504.27812083365325,"[65 19 31 61  6 78 72 82 84 25  9 92  2 59 62 83  7 51 41 49 17 45 47 67
 40 69 23 93 88 35 30 73 24 89 96 48 12 32 21 74 71 68 14 95 55 43 18 77
 97 42  5  1 11 86 13 53 58 29 36 38 44 28 76 46 50 60 57 39 27 15  3 75
 98 87 85 80 34 90 33 79 63 16  4 99  8 37 56 81 10 52  0 22 91 20 64 66
 70 26 94 54]",3500,400,0.95,200,0.18816900253295898
56,504.6377327959611,"[44 53 36 70 66 26 27 55  4  8 90 60 34 38 80 64 20 35 91 11 88 10 76  6
 39 57 92 58 29 59  2 94 85 78 72 93 68 14 67 75 25 84  5 21 74 40 89 18
 22  0 81 49 12 48 71 23 56 97 28 13 86 62 33 82  1  9 54 65 31 69 47 17
 32 45 96 19 61  7 16 99 83 63 79 46 73 24 41 37 77 30 52 51 50 43 95  3
 15 87 98 42]",3500,400,0.95,200,0.2049262523651123
72,505.5240222398469,"[65 19  6 39  9 57 44 35 64 36 70 84 82 98 72 20 53 62  8 54  4 83 99 63
  2 92 34 29 58 38 80 10  7 16 86 79 13 27 78 87 15 95 23 45 32 48  3 14
 43  0 50 52 59 33 90 60 28 76 61 46 73 89 69 49 24 51 31 96 37 41 18 68
 11 66 93 71 40 17 67 26 94 85 97 56 47 75 12 21 74 25  1  5 42 81 77 88
 55 91 30 22]",3500,400,0.95,200,0.2471022605895996
26,506.56355521944073,"[ 3 93 64 58 29 59  2 79 90 33 62 52 60 28 86 53 66 70 42 47 67 75 48 35
  9 80 27 91 55 81 77 41 89 65 19 51 10 73 24 76  6 38 92 63 13 40 69 49
 96 18 22 37 71 23 68 14 95 94 26 84  1  5 87 15 72 85 82 25 98 30 97 45
 21 74 32 12 17 56 78 20 16 54  8  7 50 46  0 43 88 11 83 99  4 61 36 39
 57 34 44 31]",3500,400,0.95,200,0.31749773025512695
2,507.6554901934984,"[ 4 99 86 33 83 54 52 22  0 10 91 26 93 14 68 37 41 49 96 89 24 51 19 50
 11 94 38 92 58 29 79 63 13 44 20 27 17 40 23 81 46 31 65 76  6 34 53 28
 67 12 75 32 21 55 88 43 73 74 45 69 71 48 47 80 36  9 66 25 82 98 72 42
  5 84 78 64 39 57 30 18 77 56 97 35 60  2 59 62 90 16  8  7 61  3 15 87
 85 95  1 70]",3500,400,0.95,200,0.24985980987548828
97,509.2564916407741,"[47 67 17 32 12 75 15 98 72 26 30 89 96 51 41 49 40 69 46 57 44 59 36 38
 58 29 92 34 35 20 22  0 50 61 54  4  8 16  7 19 24 74 21 45 81 10  6 76
 28 13 63 39  9 94  1 66 80 53 79 83 99 60 14 95  3 87 78 68 56 23 71 48
 93 27 11 91 64 70 33  2 62 52 43 97 42 82  5 84 25 85 37 18 77 73 31 65
 55 88 90 86]",3500,400,0.95,200,0.21541953086853027
34,511.0819176460221,"[66 70 80 26 15 87 47 75  3 85 97 18 41 69 40  6 51 10 35 39 91 74 12 67
 68 93 14 95 77 37 28 62 33 83 16 61  0 22 17 32 21 45 49 96 24 50 46 73
 89 23 56 81 43 30 55 82 84 25 94 27  9  2 59 36 64 71 48 42 78 72 98 92
 53 90 86 79 13 63 99 76 19 31 65 88 11 20  5  1 38 58 29 44 60 52  7 54
  4  8 57 34]",3500,400,0.95,200,0.20455098152160645
